Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans (C. elegans),N/A,"This complex is involved in the execution phase of apoptosis (programmed cell death) in C. elegans. CED-3 is a caspase that cleaves cellular substrates, leading to cell death. CED-4 and MAC-1 promote the activation of CED-3.","Cell death protein 3 (CED-3), Cell death protein 4 (CED-4), Apoptosis-linked gene 2-interacting protein X 1 (MAC-1)","ced-3, ced-4, mac-1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,CED-3-CED-4-MAC-1 complex,C. elegans,N/A,Promotes apoptosis by activating the caspase CED-3 through the apoptosome formation.,"Cell death protein 3, Cell death protein 4, Apoptosis regulator mac-1","ced-3, ced-4, mac-1",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.285 + 0.25 + 0.15 = **0.955**
zero-shot,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae (budding yeast),"The cohesin complex is conserved across eukaryotes, including Homo sapiens (humans), Mus musculus (mouse), Caenorhabditis elegans (nematode), and Drosophila melanogaster (fruit fly).","The nuclear mitotic cohesin complex plays a crucial role in sister chromatid cohesion during mitosis and meiosis. It ensures accurate chromosome segregation by holding sister chromatids together until anaphase, when the complex is cleaved by separase, allowing the chromatids to separate and be pulled to opposite poles of the cell.",1. Smc1; 2. Smc3; 3. Scc1 (also known as Mcd1); 4. Scc3,1. SMC1; 2. SMC3; 3. SCC1 (MCD1); 4. SCC3,0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae (budding yeast),"The cohesin complex is conserved across eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster.","The nuclear mitotic cohesin complex is essential for sister chromatid cohesion during mitosis and meiosis. It holds sister chromatids together from S phase until anaphase, ensuring proper chromosome segregation and preventing aneuploidy.","Sister chromatid cohesion protein 1 (Scc1), Sister chromatid cohesion protein 3 (Scc3), Structural maintenance of chromosomes protein 1 (Smc1), Structural maintenance of chromosomes protein 3 (Smc3)","SCC1/MCD1, SCC3/IRR1, SMC1, SMC3",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.27 + 0.25 + 0.12 = **0.925**
contextual,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae,N/A,"The nuclear mitotic cohesin complex is essential for sister chromatid cohesion during mitosis and meiosis. It holds sister chromatids together from S phase until anaphase, ensuring accurate chromosome segregation.","Sister chromatid cohesion protein 1, Sister chromatid cohesion protein 3, Structural maintenance of chromosomes protein 1, Structural maintenance of chromosomes protein 3","SCC1, SCC3, SMC1, SMC3",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
zero-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans (C. elegans),"Not applicable, as this specific complex is only found in C. elegans.","The Atk-1/Akt-2/Sgk-1 protein kinase complex is involved in the insulin/insulin-like growth factor-1 signaling (IIS) pathway, regulating processes such as metabolism, stress resistance, and lifespan in C. elegans.",1. Atk-1 (AKT kinase family); 2. Akt-2 (AKT kinase family); 3. Sgk-1 (Serum and Glucocorticoid-inducible Kinase family),1. atk-1; 2. akt-2; 3. sgk-1,0.3 (consistency) + 0.2 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 0.90
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,C. elegans,N/A,"Phosphorylates and inhibits the transcription factors DAF-16/FOXO and SKN-1/Nrf, which regulate stress resistance, longevity, and aging in response to IGF-1 and insulin signaling.","Serine/threonine-protein kinase akt-1, Serine/threonine-protein kinase akt-2, Serine/threonine-protein kinase sgk-1","akt-1, akt-2, sgk-1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans (C. elegans),N/A,"The Atk-1/Akt-2/Sgk-1 protein kinase complex plays a crucial role in the insulin/IGF-1 signaling pathway, regulating processes such as metabolism, stress response, and longevity in C. elegans. It is activated by PDK-1 in response to insulin or IGF-1 signaling and phosphorylates downstream targets to control various cellular functions.","AKT-1, AKT-2, SGK-1","akt-1, akt-2, sgk-1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,Mouse,"The RB1-E2F1-TFDP1 complex acts as a transcriptional repressor, regulating cell cycle progression by controlling the expression of genes involved in the G1/S transition. When RB1 is bound to E2F1 and TFDP1, it prevents the transcription of E2F1 target genes, maintaining the cell in a quiescent state.",1. RB1 (Retinoblastoma-associated protein); 2. E2F1 (Transcription factor E2F1); 3. TFDP1 (Transcription factor Dp-1),1. RB1; 2. E2F1; 3. TFDP1,0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,N/A,"This complex acts as a transcriptional repressor that regulates cell cycle progression by controlling the expression of genes required for the G1/S transition. In the absence of growth factors, this complex binds to E2F-responsive promoters and represses transcription, maintaining cells in a quiescent state.","Retinoblastoma-associated protein, Transcription factor E2F1, Transcription factor Dp-1","RB1, E2F1, TFDP1",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Human,N/A,"This complex represses transcription of cell cycle genes, preventing progression from G1 to S phase. It binds to promoters of S phase genes, inhibiting their expression and keeping the cell in a quiescent state.","Retinoblastoma-associated protein, Transcription factor E2F1, Transcription factor Dp-1","RB1, E2F1, TFDP1",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.3 + 0.25 + 0.15 = **0.985**
zero-shot,"PETISCO, pid-1 variant",C. elegans,"Not applicable, as the PETISCO, pid-1 variant is specific to C. elegans.","The PETISCO complex, pid-1 variant, is involved in piRNA biogenesis and transposon silencing in the germline of C. elegans. It plays a role in the processing of pre-piRNAs into mature piRNAs, which are essential for maintaining genome integrity by silencing transposable elements.",1. PID-1; 2. ERH-2; 3. TOFU-6; 4. PID-3,1. pid-1; 2. erh-2; 3. tofu-6; 4. pid-3,0.3 * 0.8 + 0.3 * 0.7 + 0.25 * 0.9 + 0.15 * 1.0 = 0.24 + 0.21 + 0.225 + 0.15 = 0.825
few-shot,PETISCO,Caenorhabditis elegans,N/A,"The PETISCO complex regulates the stability and translation of specific mRNAs in neurons, particularly those related to neuronal development and synaptic plasticity.",PID-1,pid-1,(0.9 × 0.3) + (0.7 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.21 + 0.25 + 0.15 = **0.88**
contextual,"PETISCO, pid-1 variant",C. elegans,N/A,"The PETISCO complex functions in RNA metabolism, including RNA uridylation, surveillance, and degradation. It helps maintain RNA homeostasis by targeting specific RNAs for degradation.","PID-1, TOFU-6, ERH-2, PID-3","pid-1, tofu-6, erh-2, pid-3",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,"PETISCO, tost-1 variant",C. elegans,Not applicable,"The PETISCO (PEptidyl Transferase Inhibitor of Small subunit C-terminal domain Obscured) complex, tost-1 variant, is involved in translational regulation during germline development and early embryogenesis in C. elegans. It binds to the small ribosomal subunit and inhibits peptidyl transferase activity, thereby regulating protein synthesis.",1. TOST-1,1. tost-1,(0.3 * 0.8) + (0.3 * 0.7) + (0.25 * 1.0) + (0.15 * 1.0) = 0.24 + 0.21 + 0.25 + 0.15 = 0.85
few-shot,"PETISCO, tost-1 variant",C. elegans,N/A,The PETISCO complex is involved in small RNA processing and gene regulation in the germline of C. elegans. It is a multiprotein complex that acts as a scaffold and regulatory hub for the biogenesis of Piwi-interacting RNAs (piRNAs) and microRNAs (miRNAs).,"PID-3 (tost-1 variant), ERH-2, TOFU-6, PID-1","pid-3, erh-2, tofu-6, pid-1",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,"PETISCO, tost-1 variant",C. elegans,N/A,"The PETISCO complex, including the tost-1 variant, is involved in small RNA pathways and promotes transgenerational inheritance of small RNAs. It is required for normal meiotic chromosome segregation and embryonic viability.","PID-3, TOST-1, ERH-2, PID-1","pid-3, tost-1, erh-2, pid-1",(0.8 × 0.3) + (0.7 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.24 + 0.21 + 0.25 + 0.15 = **0.85**
zero-shot,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),"The Ndc80 complex is conserved across eukaryotes, including Humans, Mice, C. elegans, and Drosophila melanogaster.","The Ndc80 complex is a key component of the kinetochore, which is essential for proper chromosome segregation during mitosis and meiosis. It plays a crucial role in establishing and maintaining the attachment of microtubules to the kinetochore, thereby ensuring accurate chromosome alignment and separation.",1. Ndc80 (also known as Hec1); 2. Nuf2; 3. Spc24; 4. Spc25,1. NDC80 (also known as TID3); 2. NUF2; 3. SPC24; 4. SPC25,0.3 * 1.0 + 0.3 * 0.9 + 0.25 * 1.0 + 0.15 * 1.0 = 0.97
few-shot,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, C. elegans, Drosophila melanogaster","The Ndc80 complex is a key component of the kinetochore, which is essential for proper chromosome segregation during cell division. It plays a crucial role in connecting the kinetochore to the microtubules of the mitotic spindle, facilitating the alignment and separation of chromosomes.","Ndc80p, Nuf2p, Spc24p, Spc25p","NDC80, NUF2, SPC24, SPC25",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.3 + 0.25 + 0.135 = **0.97**
contextual,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, C. elegans, Drosophila melanogaster","The Ndc80 complex is a key component of the kinetochore, which is essential for proper chromosome segregation during cell division. It acts as a microtubule-binding complex that facilitates the attachment of chromosomes to the mitotic spindle, ensuring accurate separation of sister chromatids during mitosis and meiosis.","Ndc80p, Nuf2p, Spc24p, Spc25p","NDC80, NUF2, SPC24, SPC25",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.3 + 0.25 + 0.135 = **0.97**
zero-shot,Kinetochore Mis12 complex,Human (Homo sapiens),"Mouse (Mus musculus), Drosophila melanogaster, Saccharomyces cerevisiae, C. elegans","The Mis12 complex is a key component of the kinetochore, which is essential for proper chromosome segregation during cell division. It acts as a scaffold to recruit other kinetochore proteins and helps to establish and maintain the connection between the kinetochore and the microtubules of the mitotic spindle.","DSN1, MIS12, NSL1, PMF1","DSN1, MIS12, NSL1, PMF1",(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,Kinetochore Mis12 complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","The Mis12 complex is a key component of the kinetochore, a protein structure that assembles on the centromere and links the chromosome to microtubule polymers from the mitotic spindle during cell division. It plays a crucial role in proper chromosome segregation and mitotic progression.","Mis12, Dsn1, Ns11, Pmf1","MIS12, DSN1, NSL1, PMF1",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.285 + 0.25 + 0.12 = **0.94**
contextual,Kinetochore Mis12 complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","The Mis12 complex is a key component of the kinetochore, which is essential for proper chromosome segregation during cell division. It acts as a scaffold to assemble the kinetochore and connects the inner kinetochore to the outer kinetochore and the spindle microtubules.","Mis12, Dsn1, Nsl1, Pmf1","MIS12, DSN1, NSL1, PMF1",(0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.27 + 0.285 + 0.25 + 0.12 = **0.925**
zero-shot,THO complex,Saccharomyces cerevisiae (budding yeast),"The THO complex is conserved in other eukaryotes, including Drosophila melanogaster and humans.","The THO complex is involved in mRNA processing, transport, and export from the nucleus to the cytoplasm. It is a key component of the TREX (transcription-export) complex, which couples transcription with mRNA export. The THO complex is essential for maintaining genome stability by preventing the formation of R-loops during transcription.",1. Hpr1 (Hyper-recombination protein 1); 2. Tho2 (THO complex subunit 2); 3. Mft1 (Mitochondrial fusion targeting protein 1); 4. Thp2 (THO complex subunit 2),1. HPR1; 2. THO2; 3. MFT1; 4. THP2,Consistency of information across different databases/sources: 0.3; Supporting experimental data regarding the complex: 0.25; Accuracy of corresponding protein-gene mapping: 0.25; Analysis information being specific to the organism that it is most prominent in: 0.15; 0.3 + 0.25 + 0.25 + 0.15 = 0.95
few-shot,THO complex,Saccharomyces cerevisiae (budding yeast),"The THO complex is conserved in other eukaryotes, including humans, Drosophila melanogaster, and Caenorhabditis elegans.","The THO complex is involved in mRNA processing, export, and quality control. It is part of the TREX (transcription-export) complex, which couples transcription with mRNA export. The THO complex is required for efficient export of polyadenylated RNA and is thought to be recruited to the mRNP during transcription elongation.","Hpr1p, Tho2p, Mft1p, Thp2p","HPR1, THO2, MFT1, THP2",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
contextual,THO complex,Saccharomyces cerevisiae (budding yeast),"Human, Drosophila melanogaster","The THO complex is involved in mRNA processing, export, and quality control. It is part of the TREX (transcription-export) complex that couples transcription, processing, and nuclear export of mRNAs.","Hpr1, Tho2, Mft1, Thp2","HPR1, THO2, MFT1, THP2",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
zero-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (Baker's yeast),Not applicable,"The Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2 is involved in the fusion of endosome-derived vesicles with the late Golgi compartment, facilitating the retrieval of proteins from the endosome to the Golgi.",1. TLG2 (Target of myb1-like protein 2); 2. VTI1 (Vps10p-interacting protein 1); 3. TLG1 (Target of myb1-like protein 1); 4. SNC2 (Suppressor of the null allele of CAP 2),1. TLG2; 2. VTI1; 3. TLG1; 4. SNC2,0.3 * 0.8 + 0.3 * 0.7 + 0.25 * 1.0 + 0.15 * 1.0 = 0.84
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (budding yeast),N/A,"This complex is involved in the fusion of endosome-derived vesicles with the late Golgi compartment, which is essential for the retrieval of cargo proteins from the endosome to the trans-Golgi network (TGN).","TLG2 (t-SNARE), VTI1 (v-SNARE), TLG1 (t-SNARE), SNC2 (v-SNARE)","TLG2, VTI1, TLG1, SNC2",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (budding yeast),N/A,"Involved in the fusion of endosome-derived vesicles with the late Golgi complex, facilitating the retrieval of proteins from the endosome to the Golgi.",1. Protein transport protein TLG2; 2. Protein transport protein VTI1; 3. T-SNARE complex subunit TLG1; 4. Vesicle transport v-SNARE protein SNC2,1. TLG2; 2. VTI1; 3. TLG1; 4. SNC2,(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (budding yeast),"Not applicable, as this specific complex is only found in Saccharomyces cerevisiae.","The Ste12/Dig1/Dig2 complex regulates mating-specific genes and invasive growth response genes in Saccharomyces cerevisiae. Ste12 is a transcription factor that activates these genes, while Dig1 and Dig2 are negative regulators of Ste12, repressing its activity in the absence of mating pheromone stimulation.",1. Ste12; 2. Dig1 (also known as Rst1); 3. Dig2 (also known as Rst2),1. STE12; 2. DIG1 (also known as RST1); 3. DIG2 (also known as RST2),0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (budding yeast),N/A,"This complex regulates mating-specific genes and invasive growth response genes in yeast. Ste12 is a transcription factor that is inhibited by Dig1 and Dig2 in the absence of mating pheromone. Upon pheromone stimulation, Ste12 is activated and promotes the expression of mating-specific genes.","Dig1p, Dig2p, Ste12p","DIG1, DIG2, STE12",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (Baker's yeast),N/A,"Regulates mating-specific gene expression and invasive growth response in yeast. Ste12 acts as a transcriptional activator, while Dig1 and Dig2 are negative regulators of Ste12.","Dig1p, Dig2p, Ste12p","DIG1, DIG2, STE12",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
zero-shot,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),"The TRAPP II complex is also found in humans and other eukaryotic organisms, but the specific composition and function may vary.","The TRAPP II complex is involved in the tethering of transport vesicles to the Golgi apparatus, facilitating vesicular transport and Golgi organization.",1. Trs120; 2. Trs130; 3. Trs65; 4. Trs33; 5. Trs31; 6. Trs23; 7. Trs20; 8. Bet3; 9. Bet5; 10. Tca17,1. TRS120; 2. TRS130; 3. TRS65; 4. TRS33; 5. TRS31; 6. TRS23; 7. TRS20; 8. BET3; 9. BET5; 10. TCA17,0.3 * 0.8 + 0.3 * 0.7 + 0.25 * 0.9 + 0.15 * 1.0 = 0.815
few-shot,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),"The TRAPP II complex is conserved in other eukaryotes, including humans, but the analysis focuses on the complex in S. cerevisiae.",The TRAPP II complex is a multisubunit tethering complex that functions in intra-Golgi and endosome-to-Golgi transport. It is involved in the late stages of ER-to-Golgi transport and is required for the transport of proteins between the early endosome and the late Golgi.,"Trs120, Trs130, Trs65, Trs33, Trs31, Trs23, Trs20, Bet3, Bet5","TRS120, TRS130, TRS65, TRS33, TRS31, TRS23, TRS20, BET3, BET5",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),"The TRAPP II complex is conserved in other eukaryotes, including humans and Drosophila melanogaster.",The TRAPP II complex is a multisubunit tethering complex that plays a crucial role in intra-Golgi and endosome-to-Golgi transport. It is involved in the docking and fusion of transport vesicles with the Golgi apparatus.,"Trs120, Trs130, Trs65, Trs33, Trs31, Trs23, Trs20, Bet3, Bet5, Tca17","TRS120, TRS130, TRS65, TRS33, TRS31, TRS23, TRS20, BET3, BET5, TCA17",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
zero-shot,CCM complex (Cerebral Cavernous Malformation complex),Human (Homo sapiens),Mouse (Mus musculus),"The CCM complex plays a crucial role in the regulation of endothelial cell junctions, vascular integrity, and angiogenesis. It is involved in the maintenance of the blood-brain barrier and the prevention of cerebral cavernous malformations, which are vascular lesions in the brain that can lead to hemorrhage and neurological deficits.","1. CCM1 (KRIT1); 2. CCM2 (Malcavernin, OSM); 3. CCM3 (PDCD10)",1. KRIT1; 2. CCM2; 3. PDCD10,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,CCM complex,Human,Mouse,"The CCM complex is involved in the regulation of endothelial cell junctions, vascular development, and barrier function. It plays a crucial role in the formation and maintenance of the cardiovascular system.","Cerebral cavernous malformations 2 protein, Programmed cell death 10, Malcavernin","CCM2, PDCD10, CCM3",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
contextual,CCM complex,Human,Mouse,"The CCM complex is involved in the formation and maintenance of the heart vasculature. It plays a role in endothelial-to-mesenchymal transition, cardiac chamber ballooning, and trabeculation. Mutations in the genes encoding the CCM complex proteins can lead to cerebral cavernous malformations, a vascular disorder characterized by the presence of dilated capillary cavities in the brain.","CCM1 (KRIT1), CCM2 (Malcavernin), CCM3 (PDCD10)","KRIT1, CCM2, PDCD10",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**
zero-shot,mu-Calpain complex,Human (Homo sapiens),Mouse (Mus musculus),"mu-Calpain is a calcium-dependent cysteine protease that plays a role in various cellular processes, including cell mobility, cell cycle progression, apoptosis, and signal transduction. It is involved in the limited proteolysis of substrates, which can modify their structure and function.",1. Calpain-1 catalytic subunit (CAPN1); 2. Calpain small subunit 1 (CAPNS1),1. CAPN1; 2. CAPNS1,(0.3 * 0.9) + (0.3 * 0.8) + (0.25 * 1.0) + (0.15 * 1.0) = 0.27 + 0.24 + 0.25 + 0.15 = 0.91
few-shot,mu-Calpain complex,Human,Mouse,Calcium-regulated non-lysosomal thiol-protease which catalyzes limited proteolysis of substrates involved in cytoskeletal remodeling and signal transduction.,"Calpain-1 catalytic subunit, Calpain small subunit 1","CAPN1, CAPNS1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
contextual,mu-Calpain complex,Human,N/A,"Calcium-regulated thiol-protease involved in cytoskeletal remodeling and signal transduction. Plays a role in cell mobility, cell cycle progression, and cell spreading. Cleaves substrates involved in cytoskeletal remodeling, signal transduction, cell cycle control, and apoptosis.","Calpain-1 catalytic subunit, Calpain small subunit 1","CAPN1, CAPNS1",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
_zero-shot,GINS complex,Saccharomyces cerevisiae (budding yeast),"The GINS complex is conserved across eukaryotes, including Humans, Mice, C. elegans, and Drosophila melanogaster.","The GINS complex is essential for the initiation and elongation stages of eukaryotic DNA replication. It is a key component of the CMG (Cdc45-MCM-GINS) complex, which acts as the replicative helicase, unwinding DNA ahead of the replication fork.",1. Sld5; 2. Psf1; 3. Psf2; 4. Psf3,1. SLD5; 2. PSF1; 3. PSF2; 4. PSF3,0.3 (consistency across databases) + 0.3 (supporting experimental data) + 0.25 (accurate protein-gene mapping) + 0.15 (specific to the most prominent organism) = 1.00
_few-shot,GINS complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, Drosophila melanogaster, C. elegans","The GINS complex is essential for the initiation and elongation stages of eukaryotic DNA replication. It is a key component of the CMG (Cdc45-MCM-GINS) complex, which functions as a replicative helicase, unwinding DNA ahead of the replication fork.","Sld5, Psf1, Psf2, Psf3","SLD5, PSF1, PSF2, PSF3",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.3 + 0.27 + 0.25 + 0.12 = **0.94**
_contextual,GINS complex,Saccharomyces cerevisiae (budding yeast),"Human, Mouse, Drosophila melanogaster","The GINS complex is essential for the initiation and elongation steps of eukaryotic DNA replication. It is a key component of the CMG (Cdc45-MCM-GINS) complex, which is the replicative helicase that unwinds DNA ahead of the replication fork.","Protein SLD5, DNA replication complex GINS protein PSF1, GINS complex subunit 2, GINS complex subunit 4","SLD5, PSF1, PSF2, PSF3",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.3 + 0.25 + 0.12 = **0.955**
zero-shot,CMG helicase complex,Saccharomyces cerevisiae (budding yeast),"The CMG helicase complex is conserved across eukaryotes, including Humans, Mouse, C. elegans, and Drosophila melanogaster.","The CMG (Cdc45-MCM-GINS) helicase complex is a key component of the eukaryotic replication fork, responsible for unwinding double-stranded DNA during DNA replication. It is essential for the initiation and elongation stages of chromosomal DNA replication.",1. Cdc45; 2. Mcm2; 3. Mcm3; 4. Mcm4; 5. Mcm5; 6. Mcm6; 7. Mcm7; 8. Psf1; 9. Psf2; 10. Psf3; 11. Sld5,1. CDC45; 2. MCM2; 3. MCM3; 4. MCM4; 5. MCM5; 6. MCM6; 7. MCM7; 8. PSF1; 9. PSF2; 10. PSF3; 11. SLD5,0.3 (consistency) + 0.3 (experimental data) + 0.25 (protein-gene mapping) + 0.15 (organism specificity) = 1.00
few-shot,CMG helicase complex,Saccharomyces cerevisiae (budding yeast),"The CMG helicase complex is conserved across eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster.","The CMG (Cdc45-MCM-GINS) helicase complex is a key component of the eukaryotic replicative helicase, which unwinds double-stranded DNA during DNA replication. It is essential for the initiation and elongation phases of DNA replication.","Cell division control protein 45 (Cdc45), Mini-chromosome maintenance proteins 2-7 (Mcm2, Mcm3, Mcm4, Mcm5, Mcm6, Mcm7), GINS complex subunits 1-4 (Psf1, Psf2, Psf3, Sld5)","CDC45, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, PSF1, PSF2, PSF3, SLD5",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.285 + 0.25 + 0.135 = **0.955**
contextual,CMG helicase complex,Saccharomyces cerevisiae (budding yeast),"The CMG complex is conserved across eukaryotes, including humans, mice, C. elegans, and Drosophila melanogaster.","The CMG (Cdc45-MCM-GINS) helicase complex is a key component of the eukaryotic replication fork, responsible for unwinding double-stranded DNA during DNA replication. It is essential for the initiation and elongation stages of DNA replication.","1. Cell division control protein 45 (Cdc45); 2. Mini-chromosome maintenance proteins (Mcm2, Mcm3, Mcm4, Mcm5, Mcm6, Mcm7); 3. GINS complex (Sld5, Psf1, Psf2, Psf3)","1. CDC45; 2. MCM2, MCM3, MCM4, MCM5, MCM6, MCM7; 3. SLD5, PSF1, PSF2, PSF3",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (0.8 × 0.15) = 0.285 + 0.3 + 0.25 + 0.12 = **0.955**
