Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score,Accession_Mapped
zero-shot,Nuclear mitotic cohesin complex,Homo Sapiens,Also found in Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,Mediates sister chromatid cohesion during mitosis by forming a ring-like structure that entraps sister chromatids;  ensuring proper chromosome segregation. Also involved in DNA repair and gene regulation during interphase.,SMC1A;  SMC3;  RAD21;  STAG1 (SA1) and/or STAG2 (SA2),SMC1A;  SMC3;  RAD21;  STAG1;  STAG2,1,Q68EN4; Not Found; A0A8I5KWV3; Not Found
few-shot,Nuclear mitotic cohesin complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae,Ensures sister chromatid cohesion during cell division by forming a ring structure around sister chromatids;  preventing premature separation. It also contributes to DNA repair;  transcription regulation;  and maintaining genomic stability.,Structural maintenance of chromosomes proteins 1A and 3 (SMC1A;  SMC3);  RAD21 (also called SCC1);  Stromal antigen 1 and 2 (STAG1;  STAG2),SMC1A;  SMC3;  RAD21;  STAG1;  STAG2,0.99,Not Found; Not Found; Not Found; Not Found; B1AMT2
contextual,Nuclear mitotic cohesin complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae;  C. elegans,The nuclear mitotic cohesin complex is essential for sister chromatid cohesion during mitosis;  DNA repair;  and the regulation of gene expression. It forms a ring-shaped structure that entraps sister chromatids together;  ensuring proper chromosome segregation during cell division.,Structural maintenance of chromosomes protein 1A (SMC1A);  Structural maintenance of chromosomes protein 3 (SMC3);  RAD21 cohesin complex component (RAD21);  Stromal antigen 1 (STAG1) or Stromal antigen 2 (STAG2),SMC1A;  SMC3;  RAD21;  STAG1;  STAG2,1,Not Found; Not Found; Not Found; Not Found
zero-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis Elegans,This specific complex composition (Atk-1/Akt-2/Sgk-1 together;  with these names and functions) is unique to C. elegans;  homologous proteins exist in Human (AKT1;  AKT2;  SGK1) and Mouse (Akt1;  Akt2;  Sgk1);  but there is no evidence that they function as a discrete complex in those organisms. No direct homologues or complexes exist in Drosophila melanogaster or Saccharomyces cerevisiae.,This complex forms part of a signaling module essential for regulating aging;  stress response;  metabolism;  and dauer formation in response to insulin/IGF-1 signaling in the nematode Caenorhabditis elegans. It consists of three closely related AGC protein kinases (Atk-1;  Akt-2;  Sgk-1) that act downstream of the phosphoinositide 3-kinase (PI3K) pathway. They collectively phosphorylate and inactivate the FOXO transcription factor DAF-16;  thus controlling longevity;  development;  and stress resistance.,Atk-1 (Protein kinase B homolog 1); Akt-2 (Protein kinase B homolog 2); Sgk-1 (Serum/glucocorticoid regulated kinase homolog 1),akt-1; akt-2; sgk-1,0.985,Not Found; Not Found; Not Found
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis Elegans,,This complex mediates key signaling events in the insulin/PI3K pathway;  controlling lifespan;  metabolism;  development;  and stress response through phosphorylation of downstream targets;  including the FOXO transcription factor DAF-16.,Protein kinase B (AKT-1);  Protein kinase B2 (AKT-2);  Serum- and glucocorticoid-inducible kinase homolog (SGK-1),akt-1;  akt-2;  sgk-1,0.994,Q17941; Not Found; Not Found
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis Elegans,,Mediates insulin/IGF-1 signaling;  regulating development;  metabolism;  stress resistance;  and lifespan;  primarily by transducing PI3K signaling to control downstream effectors;  including the FOXO transcription factor DAF-16.,Protein kinase Akt-1;  Protein kinase Akt-2;  Protein kinase Sgk-1,akt-1;  akt-2;  sgk-1,0.985,Q17941; Q9XTG7; Q2PJ68
zero-shot,RB1-E2F1-TFDP1 transcription repressor complex,Homo Sapiens,Mouse (Mus musculus) — analogues of this complex exist in mouse;  but the complex is most extensively characterized and studied in human.,Acts as a transcriptional repressor complex that regulates cell cycle progression by binding E2F-responsive elements in target gene promoters. Specifically;  RB1 (retinoblastoma protein) binds and represses E2F1/TFDP1-mediated transcription;  mainly inhibiting genes required for S phase entry and DNA replication.,RB1 (Retinoblastoma-associated protein); E2F1 (E2F Transcription Factor 1); TFDP1 (Transcription Factor Dp-1),RB1: RB1; E2F1: E2F1; TFDP1: TFDP1,1,Not Found; Not Found; Not Found
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Homo Sapiens,Mouse,Transcriptional repressor complex that regulates progression through the G1/S transition of the cell cycle by inhibiting E2F-target gene expression through chromatin remodeling and direct DNA binding.,Retinoblastoma-associated protein (RB1);  Transcription factor E2F1;  Transcription factor Dp-1 (TFDP1),RB1;  E2F1;  TFDP1,0.973,Not Found; Q01094; Not Found
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Homo Sapiens,Mouse,This complex represses transcription of E2F target genes implicated in cell cycle progression;  particularly at the G1/S transition. RB1 binds E2F1 and TFDP1;  forming a complex that blocks E2F1-mediated transcriptional activation of genes required for DNA replication and S-phase entry.,Retinoblastoma-associated protein (RB1);  Transcription factor E2F1;  Transcription factor Dp-1 (TFDP1),RB1;  E2F1;  TFDP1,1,Not Found; Q01094; Not Found
zero-shot,PETISCO;  pid-1 variant,Caenorhabditis Elegans,Not reported in Humans;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae.,PETISCO is a germline-specific protein complex in Caenorhabditis elegans required for the biogenesis of 21U-RNAs (piRNAs);  which are crucial for genome regulation and transposon silencing. The PID-1 variant facilitates primary piRNA precursor (21U-RNA) processing.,IFE-3;  TOFU-6;  PID-3;  ERH-2;  PID-1,ife-3;  tofu-6;  pid-3;  erh-2;  pid-1,0.985,Not Found; Q09293; O76616; Not Found; Q19541
few-shot,PETISCO;  pid-1 variant,Caenorhabditis Elegans,N/A (PETISCO as a complex is C. elegans-specific among the listed organisms),The PETISCO;  pid-1 variant is a protein complex involved in piRNA biogenesis;  specifically in 21U RNA (piRNA) precursor processing in the germline;  crucial for genome integrity in the nematode. The pid-1-containing PETISCO variant is active in piRNA processing during germ cell development.,PID-1;  TOFU-6;  ERH-2;  and IFE-3,pid-1;  tofu-6;  erh-2;  ife-3,1,Q19541; Q09293; Not Found; Not Found
contextual,PETISCO Complex;  pid-1 variant,Caenorhabditis Elegans,,The PETISCO complex (PID-1-dependent variant) is essential for the biogenesis of 21U-RNAs (piRNAs) in the germline of C. elegans;  serving a role in the processing of piRNA precursors and safeguarding genome integrity by silencing transposable elements during germ cell development.,PID-3;  ERH-2;  TOFU-6;  IFE-3;  PID-1,pid-3;  erh-2;  tofu-6;  ife-3;  pid-1,0.985,O76616; Not Found; Q09293; Not Found; Q19541
zero-shot,PETISCO;  tost-1 variant,Caenorhabditis Elegans,Not found in Human;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae. PETISCO complex is currently only characterized in C. elegans;  canonical homologs and functionality have not been identified in the other listed organisms.,The PETISCO;  tost-1 variant in Caenorhabditis elegans is involved in piRNA precursor processing;  facilitating the maturation and stabilization of piRNA (21U-RNA) precursors which are crucial for genome defense in the germline. The tost-1 variant refers to the version of the PETISCO complex specifically including the protein TOST-1;  influencing the complexs stability and RNA-binding versatility.,PID-3;  TOFU-6;  ERH-2;  IFE-3;  TOST-1,pid-3;  tofu-6;  erh-2;  ife-3;  tost-1,0.985,O76616; Q09293; Not Found; Not Found; Q18490
few-shot,PETISCO;  tost-1 variant,Caenorhabditis Elegans,N/A (no homologous PETISCO complex described in Human;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae),PETISCO (Piwi-Expressed Transcript Isoform Complex) is involved in piRNA (21U-RNA) biogenesis;  a pathway essential for genome defense;  germline development;  and transposon silencing. The tost-1 variant refers to a specific form including the TOST-1 protein;  believed to modulate complex function during early embryogenesis or under particular developmental contexts.,PID-3;  ERH-2;  IFE-3;  TOFU-6;  and in the tost-1 variant;  TOST-1,pid-3;  erh-2;  ife-3;  tofu-6;  tost-1,0.985,O76616; Not Found; Not Found; Q09293; Not Found; Q18490
contextual,PETISCO;  tost-1 variant,Caenorhabditis Elegans,,PETISCO (Processing of Engaged Transcripts in the SILencing COmplex) is a protein complex crucial for piRNA biogenesis;  a pathway protecting the genome from transposon activity through small RNA-mediated silencing in the germline. The tost-1 variant denotes the replacement of canonical PID-1 with TOST-1;  altering complex specificity and targeting non-coding RNA biogenesis necessary for embryonic development.,PID-3;  TOFU-6;  ERH-2;  IFE-3;  TOST-1,pid-3;  tofu-6;  erh-2;  ife-3;  tost-1,1,O76616; Q09293; Not Found; Not Found; Q18490
zero-shot,Ndc80 complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is a conserved kinetochore component essential for the attachment of spindle microtubules to chromosomes during mitosis;  facilitating chromosome alignment and segregation. In Saccharomyces cerevisiae;  it also plays a critical role in kinetochore-microtubule coupling and the spindle assembly checkpoint.,Ndc80p (also called Hec1p in some literature);  Nuf2p;  Spc24p;  Spc25p,NDC80 (YIL144W);  NUF2 (YDR402C);  SPC24 (YKL042W);  SPC25 (YGR019W),1,Not Found; C7GK36; Not Found; C7GKJ6
few-shot,Ndc80 complex,Homo Sapiens,Mouse;  Saccharomyces cerevisiae;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is an essential component of the outer kinetochore that mediates attachment between spindle microtubules and kinetochores during mitosis. It ensures proper chromosome alignment and segregation during cell division.,Kinetochore protein NDC80 homolog;  Kinetochore protein NUF2 homolog;  Kinetochore protein SPC24;  Kinetochore protein SPC25,NDC80;  NUF2;  SPC24;  SPC25,1,O14777; Not Found; B4E086; Q9HBM1
contextual,Ndc80 complex,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The Ndc80 complex is a crucial component of the kinetochore;  mediating direct attachment between microtubules and chromosomes to ensure proper chromosome segregation during mitosis. It is required for stable kinetochore-microtubule attachments and is essential for accurate chromosome alignment and segregation.,Ndc80 (also known as Hec1);  Nuf2;  Spc24;  Spc25,NDC80 (aka HEC1);  NUF2;  SPC24;  SPC25,1,Not Found; B1AQT3; B4E086; Q9HBM1
zero-shot,Mis12 Kinetochore Complex,Homo Sapiens,Also found in Mus musculus (Mouse);  Caenorhabditis elegans;  Drosophila melanogaster;  and Saccharomyces cerevisiae (conserved across all five listed organisms;  though individual subunit identities and gene names can differ).,Essential component of the inner kinetochore;  it functions as a key linker between the centromere (via the constitutive centromere-associated network;  CCAN) and the outer kinetochore (Ndc80 complex);  thereby promoting accurate microtubule-chromosome attachment during mitosis and ensuring faithful chromosome segregation.,MIS12;  DSN1;  NSL1;  PMF1 (also known as MIS12 complex subunit 4;  or hNnf1),MIS12;  DSN1;  NSL1;  PMF1,1,Q9H081; Q4G1A1; Q96IY1; Not Found; Not Found
few-shot,Mis12 Complex,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The Mis12 complex is an essential component of the kinetochore;  mediating interactions between centromeric chromatin and outer kinetochore microtubule-binding components. It is critical for proper chromosome alignment and segregation during mitosis.,Mis12;  NSL1;  DSN1;  PMF1,MIS12;  NSL1;  DSN1;  PMF1,1,Q9H081; Q96IY1; Q4G1A1; A0A087WT04
contextual,Kinetochore Mis12 complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,The Mis12 complex is a core component of the kinetochore;  a multiprotein structure assembled on centromeric chromatin during mitosis. Its primary function is to link inner kinetochore proteins (constitutive centromere-associated network;  CCAN) with the outer kinetochore (the KMN network);  contributing to proper microtubule attachment and faithful chromosome segregation during cell division.,MIS12 (MIS12 kinetochore complex component);  DSN1 (MIS12 complex subunit DSN1);  NSL1 (MIS12 complex subunit NSL1);  PMF1 (MIS12 complex subunit PMF1;  also known as MIS12 complex subunit WD repeat-containing protein 62;  and referred to as NNF1 in some literature),MIS12;  DSN1;  NSL1;  PMF1,1,Not Found; Not Found; Not Found; Not Found; Not Found; Not Found
zero-shot,THO complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  C. elegans,The THO complex is involved in the coupling of transcription elongation with mRNA processing and export. It plays a key role in maintaining genome stability by preventing the accumulation of R-loops and also helps in the efficient packaging of mRNA into messenger ribonucleoprotein particles (mRNPs) for export from the nucleus.,Tho2;  Hpr1;  Mft1;  Thp2;  Tex1,THO2;  HPR1;  MFT1;  THP2;  TEX1,1,Not Found; B3LGE1; P33441; O13539; A0A6C1DYB8
few-shot,THO complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  C. elegans,The THO complex is a multi-protein nuclear complex that plays a crucial role in transcription elongation;  mRNA export from the nucleus;  and genome stability. It acts as a key player in coupling transcription with mRNA processing and export.,Hpr1;  Tho2;  Mft1;  Thp2;  Tex1,HPR1;  THO2;  MFT1;  THP2;  TEX1,1,B3LGE1; Not Found; P33441; O13539; A0A6C1DYB8
contextual,THO complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster (THO complex is conserved;  but analysis here is specific to S. cerevisiae),The THO complex is involved in coupling transcription elongation with mRNA processing and export;  ensuring genomic stability by minimizing R-loop accumulation;  it is essential for efficient mRNA export from the nucleus.,Hpr1;  Tho2;  Mft1;  Thp2;  Tex1,HPR1;  THO2;  MFT1;  THP2;  TEX1,0.985,B3LGE1; Not Found; P33441; O13539; A0A6C1DYB8
zero-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,Not found in Human;  Mouse;  C. elegans;  or Drosophila melanogaster as this specific four-component complex.,Mediates vesicle fusion at the prevacuolar (endosomal) compartment;  enabling efficient protein trafficking from the Golgi to endosomes in the cell. Essential for proper endomembrane system organization and cargo delivery.,Tlg2p;  Vti1p;  Tlg1p;  Snc2p,TLG2 (YOL018C);  VTI1 (YKL035W);  TLG1 (YDR468C);  SNC2 (YOR327C),0.985,C7GQW4; C7GRF4; C7GKQ9; N1NYY7
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,,Mediates vesicle fusion at the endosomal compartment;  crucial for intracellular trafficking in the endosomal system;  particularly for the fusion of vesicles with the late endosome or prevacuolar compartment.,Target membrane SNARE protein Tlg2p;  vesicle transport v-SNARE Vti1p;  syntaxin-like t-SNARE Tlg1p;  synaptobrevin-like SNARE SNC2p,TLG2;  VTI1;  TLG1;  SNC2,0.985,Not Found; Not Found; Not Found; Not Found
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,N/A (The canonical TLG2-VTI1-TLG1-SNC2 combination is specific to S. cerevisiae;  although SNARE family homologs exist in other eukaryotes.),This endosomal SNARE complex mediates membrane fusion at the late endosome and prevacuolar compartment;  facilitating vesicular trafficking within the endomembrane system.,Tlg2p;  Vti1p;  Tlg1p;  Snc2p,TLG2;  VTI1;  TLG1;  SNC2,0.988,C7GQW4; C7GRF4; C7GKQ9; N1NYY7
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,None (the Ste12/Dig1/Dig2 complex is unique to Saccharomyces cerevisiae among the listed organisms;  homologous complexes with direct functional/structural equivalence are not present in Human;  Mouse;  C. elegans;  or Drosophila melanogaster).,This complex regulates transcription in response to pheromone signaling and filamentous growth pathways. Ste12 is a transcription factor that activates gene expression related to mating and filamentous growth. Dig1 and Dig2 are negative regulators that bind Ste12;  modulating its DNA-binding activity and its recruitment to gene promoters;  especially under conditions of MAPK pathway stimulation.,Ste12; Dig1; Dig2,STE12 (YHR084W) – encodes Ste12 protein; DIG1 (YPL049C;  also known as RST1) – encodes Dig1 protein; DIG2 (YHR043C;  also known as RST2) – encodes Dig2 protein,1,B3LSK1; Not Found; Not Found
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,,Transcription factor complex responsible for regulating gene expression during mating and filamentous growth in response to pheromone signaling;  mediates MAPK pathway-dependent activation of downstream target genes by Ste12;  with Dig1 and Dig2 serving as negative regulators modulating Ste12 DNA binding and transcriptional activity.,Ste12;  Dig1;  Dig2,STE12;  DIG1;  DIG2,1,B3LSK1; Not Found; Not Found
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,N/A (Complex is unique to S. cerevisiae among the listed organisms;  no characterized orthologous complex in Human;  Mouse;  Drosophila melanogaster;  or C. elegans.),The Ste12/Dig1/Dig2 complex is a transcriptional regulatory complex fundamental for the control of mating and filamentation gene expression in response to pheromone signaling and nutrient limitation. Ste12 is the core transcription factor;  while Dig1 and Dig2 modulate its activity by repressing or fine-tuning Ste12 DNA binding and interaction with cofactors.,Ste12;  Dig1;  Dig2,STE12;  DIG1;  DIG2,0.985,B3LSK1; Not Found; Not Found
zero-shot,TRAPP II complex,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Drosophila melanogaster (TRAPP II homologs present;  but composition and subunit makeup have diverged),The TRAPP II complex is a multi-subunit tethering complex involved in mediating vesicle trafficking;  particularly between the Golgi apparatus and endosomes;  and within the late Golgi compartments. It plays a crucial role in vesicle tethering prior to membrane fusion;  thus ensuring proper protein sorting and trafficking.,Trs120p; Trs130p; Trs65p; Trs33p; Bet3p; Bet5p; Trs20p; Trs23p; Trs31p; Trs85p (sometimes considered part of TRAPP III;  but can associate); TRAPP II is defined by the presence of Trs120p;  Trs130p;  and Trs65p;  which distinguish it from TRAPP I.*,TRS120 (YDR246W); TRS130 (YPL180W); TRS65 (YDR373W); TRS33 (YKR068C); BET3 (YHR097C); BET5 (YPL198W); TRS20 (YLR407W); TRS23 (YPL029W); TRS31 (YNL051W); TRS85 (YMR218C) (associated;  not core to all functions),1,C7GSB7; C7GRD3; N1P5Z9; C7GMM1; Not Found; Not Found; C7GMX7; Not Found; Not Found; Not Found; Not Found; Not Found; C7GRD3; Not Found; Not Found
few-shot,TRAPP II complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster,The TRAPP II complex is a multi-subunit tethering complex crucial for vesicle-mediated transport;  specifically acting as a guanine nucleotide exchange factor (GEF) for Ypt1/Rab1 and Ypt31/32/Rab11 GTPases;  facilitating intra-Golgi and endosome-to-Golgi trafficking.,TRS120 (Trs120p);  TRS130 (Trs130p);  TRS65 (Trs65p);  TRS33 (Trs33p);  BET3 (Bet3p);  BET5 (Bet5p);  TRS23 (Trs23p);  TRS20 (Trs20p);  TRS31 (Trs31p),TRS120;  TRS130;  TRS65;  TRS33;  BET3;  BET5;  TRS23;  TRS20;  TRS31,0.961,Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found
contextual,TRAPP II complex,Saccharomyces cerevisiae,Human;  Drosophila melanogaster;  C. elegans;  Mouse,Acts as a multimeric tethering complex involved in vesicle-mediated transport at the Golgi apparatus;  specifically mediating intra-Golgi and endosome-to-Golgi trafficking. Functions as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt1p and Ypt31/32p;  facilitating specific trafficking events within the Golgi.,Bet3p;  Bet5p;  Trs23p;  Trs20p;  Trs31p;  Trs33p;  Trs65p;  Trs120p;  Trs130p;  Trs85p (minor/associating component).,BET3;  BET5;  TRS23 (YLR097C);  TRS20 (YOL018C);  TRS31 (YDR246W);  TRS33 (YNL079C);  TRS65 (YMR017W);  TRS120 (YDR407C);  TRS130 (YDR407C);  TRS85 (YGL182C).,0.985,Not Found; Not Found; Not Found; C7GMX7; Not Found; C7GMM1; N1P5Z9; C7GSB7; C7GRD3; Not Found
zero-shot,Cerebral Cavernous Malformations (CCM) Complex,Homo Sapiens,Mouse (orthologous complex present),The CCM complex is a multiprotein structure critical for the maintenance of endothelial cell-cell junctions and vascular integrity in humans. It regulates signaling pathways involved in cytoskeletal organization;  barrier function;  and angiogenesis;  with dysfunction leading to cerebral cavernous malformations;  characterized by clusters of dilated cerebral blood vessels prone to hemorrhage.,CCM1 (KRIT1);  CCM2 (MGC4607;  also called malcavernin);  CCM3 (PDCD10),KRIT1;  CCM2;  PDCD10,1,Not Found; Not Found; Not Found; Not Found
few-shot,CCM complex,Homo Sapiens,Mouse (orthologous complex is present);  C. elegans (homologous proteins present;  but not a fully conserved complex);  Drosophila melanogaster (partial conservation);  Saccharomyces cerevisiae (not present),The CCM (Cerebral Cavernous Malformations) complex is critical for maintaining vascular integrity and endothelial cell–cell junction stability. It prevents abnormal vascular morphogenesis and permeability;  which are hallmarks of cerebral cavernous malformations in the central nervous system.,Cerebral cavernous malformations 1 protein (CCM1/KRIT1);  CCM2 (OSM;  malcavernin);  CCM3 (PDCD10),KRIT1;  CCM2;  PDCD10,1,Not Found; Not Found; Q9BSQ5; Not Found
contextual,CCM complex (Cerebral Cavernous Malformations complex),Homo Sapiens,Mouse,The CCM complex is involved in the maintenance of vascular integrity in the central nervous system. It functions in endothelial cell-to-cell junction stability and modulates signaling pathways critical for angiogenesis and blood-brain barrier stability. Disruption of the complex leads to cerebral cavernous malformations;  characterized by clusters of dilated;  thin-walled blood vessels in the brain.,CCM1 (Krev interaction trapped protein 1);  CCM2 (malcavernin);  and CCM3 (programmed cell death 10 [PDCD10]),KRIT1 (for CCM1);  CCM2 (for CCM2);  PDCD10 (for CCM3),0.94,Not Found; Not Found; Not Found
zero-shot,mu-Calpain complex,Homo Sapiens,Mouse,mu-Calpain is a calcium-dependent;  non-lysosomal cysteine protease complex involved in cytoskeletal remodeling;  signal transduction;  and apoptosis via specific limited proteolysis of targeted substrates. It plays critical roles in cellular migration;  cell cycle progression;  and synaptic plasticity.,Calpain-1 catalytic subunit (large subunit;  ~80 kDa); Calpain small subunit 1 (regulatory subunit;  ~28 kDa),CAPN1 (encodes Calpain-1 large/catalytic subunit); CAPNS1 (encodes Calpain small subunit 1),1,Not Found; Q09161; Not Found; G5E9T8
few-shot,mu-Calpain complex,Homo Sapiens,Mouse,Ca2+-dependent;  non-lysosomal cysteine protease complex involved in cytoskeletal remodeling;  signal transduction;  and regulation of apoptosis by targeted limited proteolysis of specific substrates.,m-calpain catalytic subunit (CAPN1);  calpain small regulatory subunit (CAPNS1),CAPN1;  CAPNS1,0.985,Not Found; Not Found
contextual,mu-Calpain complex,Homo Sapiens,Mouse,The mu-Calpain complex is a calcium-dependent;  non-lysosomal cysteine protease responsible for limited proteolysis of substrates involved in cytoskeletal remodeling;  signal transduction;  and apoptosis;  it is critically involved in processes such as cell motility and cell cycle progression.,Calpain-1 catalytic subunit (mu-type;  also termed mu-calpain large subunit);  Calpain small subunit 1 (common regulatory subunit shared with calpain-2),CAPN1 (calpain 1;  catalytic subunit);  CAPNS1 (calpain small subunit 1),0.985,Not Found; Not Found; Not Found
zero-shot,GINS complex,Homo Sapiens,Mouse (Mus musculus);  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The GINS complex is essential for the initiation and progression of DNA replication. It forms part of the CMG (Cdc45-MCM-GINS) helicase complex;  facilitating the unwinding of DNA and recruitment of replication factors during S phase.,GINS1 (also known as SLD5); GINS2 (also known as PSF2); GINS3 (also known as PSF3); GINS4 (also known as PSF1),GINS1 gene (chromosome 20p11); GINS2 gene (chromosome 16q21); GINS3 gene (chromosome 16p13.3); GINS4 gene (chromosome 8q24.3),1,Not Found; Not Found; Not Found; Not Found
few-shot,GINS complex,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The GINS complex is essential for the initiation and progression of DNA replication. It acts as part of the eukaryotic replicative helicase (CMG complex) that unwinds double-stranded DNA at the replication fork;  permitting synthesis of new DNA strands.,GINS complex subunit 1 (Sld5);  GINS complex subunit 2 (Psf2);  GINS complex subunit 3 (Psf3);  GINS complex subunit 4 (Psf1),GINS1 (Sld5);  GINS2 (Psf2);  GINS3 (Psf3);  GINS4 (Psf1),1,Not Found; Not Found; Not Found; Not Found
contextual,GINS complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae;  C. elegans,Essential component of the eukaryotic DNA replication machinery;  specifically functioning within the CMG (Cdc45-MCM-GINS) helicase complex to initiate and elongate replication forks during S phase. GINS is critical for helicase activation and replisome progression.,GINS complex subunit 1 (Psf1);  GINS complex subunit 2 (Psf2);  GINS complex subunit 3 (Psf3);  GINS complex subunit 4 (Sld5),GINS1 (Psf1);  GINS2 (Psf2);  GINS3 (Psf3);  GINS4 (Sld5),1,Not Found; Not Found; Not Found; Not Found
zero-shot,CMG helicase complex,Homo Sapiens,Mus musculus (Mouse);  Drosophila melanogaster;  Caenorhabditis elegans;  Saccharomyces cerevisiae,The CMG helicase complex functions as the replicative DNA helicase that unwinds double-stranded DNA ahead of the replication fork during S phase;  ensuring proper DNA replication initiation and elongation.,MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  CDC45;  GINS1 (Sld5);  GINS2 (Psf2);  GINS3 (Psf3);  GINS4 (Psf1),MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  CDC45;  GINS1;  GINS2;  GINS3;  GINS4,1,H0Y8E6; O60318; A0A8V8TKP2; B1AHB0; Q53T61; B3KUD7; B4E092; Not Found; Not Found; Not Found; Not Found
few-shot,CMG helicase complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae;  C. elegans,The CMG (Cdc45-Mcm2-7-GINS) helicase complex is essential for the unwinding of duplex DNA at replication forks during S phase;  enabling replication fork progression and DNA synthesis.,Cdc45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1 (Sld5); GINS2 (Psf2); GINS3 (Psf3); GINS4 (Psf1),CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1; GINS2; GINS3; GINS4,1,B4E092; H0Y8E6; O60318; A0A8V8TKP2; B1AHB0; Q53T61; B3KUD7; Not Found; Not Found; Not Found; Not Found
contextual,CMG helicase complex,Homo Sapiens,Mouse;  Drosophila melanogaster*;  Saccharomyces cerevisiae*;  C. elegans* (*homologs present;  core CMG architecture is conserved),The CMG (Cdc45-MCM-GINS) helicase complex is the eukaryotic replicative DNA helicase. It unwinds duplex DNA at replication forks during DNA replication to provide single-stranded DNA for the leading and lagging strand synthesis. Essential for the initiation and elongation phases of DNA replication.,Cdc45 (Cell division cycle 45 homolog); MCM2 (Minichromosome maintenance complex component 2); MCM3 (Minichromosome maintenance complex component 3); MCM4 (Minichromosome maintenance complex component 4); MCM5 (Minichromosome maintenance complex component 5); MCM6 (Minichromosome maintenance complex component 6); MCM7 (Minichromosome maintenance complex component 7); GINS1 (GINS complex subunit 1;  also SLD5); GINS2 (GINS complex subunit 2;  also Psf2); GINS3 (GINS complex subunit 3;  also Psf3); GINS4 (GINS complex subunit 4;  also Psf1),CDC45;  MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  GINS1;  GINS2;  GINS3;  GINS4,0.982,Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found; Not Found
