Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score,Accession_Mapped
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Homo Sapiens,Mouse,Transcriptional repressor complex that regulates progression through the G1/S transition of the cell cycle by inhibiting E2F-target gene expression through chromatin remodeling and direct DNA binding.,Retinoblastoma-associated protein;  Transcription factor E2F1;  Transcription factor Dp-1,RB1;  E2F1;  TFDP1,0.973,Q2PMD0; Q01094; F5H452
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Homo Sapiens,Mouse,This complex represses transcription of E2F target genes implicated in cell cycle progression;  particularly at the G1/S transition. RB1 binds E2F1 and TFDP1;  forming a complex that blocks E2F1-mediated transcriptional activation of genes required for DNA replication and S-phase entry.,Retinoblastoma-associated protein;  Transcription factor E2F1;  Transcription factor Dp-1,RB1;  E2F1;  TFDP1,1.0,Q2PMD0; Q01094; F5H452
zero-shot,PETISCO;  pid-1 variant,Caenorhabditis Elegans,Not reported in Humans;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae.,PETISCO is a germline-specific protein complex in Caenorhabditis elegans required for the biogenesis of 21U-RNAs (piRNAs);  which are crucial for genome regulation and transposon silencing. The PID-1 variant facilitates primary piRNA precursor (21U-RNA) processing.,IFE-3;  TOFU-6;  PID-3;  ERH-2;  PID-1,ife-3;  tofu-6;  pid-3;  erh-2;  pid-1,0.985,O61955; Q09293; O76616; Q20057; Q19541
few-shot,PETISCO;  pid-1 variant,Caenorhabditis Elegans,N/A (PETISCO as a complex is C. elegans-specific among the listed organisms),The PETISCO;  pid-1 variant is a protein complex involved in piRNA biogenesis;  specifically in 21U RNA (piRNA) precursor processing in the germline;  crucial for genome integrity in the nematode. The pid-1-containing PETISCO variant is active in piRNA processing during germ cell development.,PID-1;  TOFU-6;  ERH-2;  and IFE-3,pid-1;  tofu-6;  erh-2;  ife-3,1.0,Q19541; Q09293; Q20057; Q9XW13
contextual,PETISCO Complex;  pid-1 variant,Caenorhabditis Elegans,,The PETISCO complex (PID-1-dependent variant) is essential for the biogenesis of 21U-RNAs (piRNAs) in the germline of C. elegans;  serving a role in the processing of piRNA precursors and safeguarding genome integrity by silencing transposable elements during germ cell development.,PID-3;  ERH-2;  TOFU-6;  IFE-3;  PID-1,pid-3;  erh-2;  tofu-6;  ife-3;  pid-1,0.985,O76616; Q20057; Q09293; O61955; Q19541
zero-shot,PETISCO;  tost-1 variant,Caenorhabditis Elegans,Not found in Human;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae. PETISCO complex is currently only characterized in C. elegans;  canonical homologs and functionality have not been identified in the other listed organisms.,The PETISCO;  tost-1 variant in Caenorhabditis elegans is involved in piRNA precursor processing;  facilitating the maturation and stabilization of piRNA (21U-RNA) precursors which are crucial for genome defense in the germline. The tost-1 variant refers to the version of the PETISCO complex specifically including the protein TOST-1;  influencing the complexs stability and RNA-binding versatility.,PID-3;  TOFU-6;  ERH-2;  IFE-3;  TOST-1,pid-3;  tofu-6;  erh-2;  ife-3;  tost-1,0.985,O76616; Q09293; Q20057; O61955; Q18490
few-shot,PETISCO;  tost-1 variant,Caenorhabditis Elegans,N/A (no homologous PETISCO complex described in Human;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae),PETISCO (Piwi-Expressed Transcript Isoform Complex) is involved in piRNA (21U-RNA) biogenesis;  a pathway essential for genome defense;  germline development;  and transposon silencing. The tost-1 variant refers to a specific form including the TOST-1 protein;  believed to modulate complex function during early embryogenesis or under particular developmental contexts.,PID-3;  ERH-2;  IFE-3;  TOFU-6;  and in the tost-1 variant;  TOST-1,pid-3;  erh-2;  ife-3;  tofu-6;  tost-1,0.985,O76616; Q20057; O61955; Q09293; Q20057; Q18490
contextual,PETISCO;  tost-1 variant,Caenorhabditis Elegans,,PETISCO (Processing of Engaged Transcripts in the SILencing COmplex) is a protein complex crucial for piRNA biogenesis;  a pathway protecting the genome from transposon activity through small RNA-mediated silencing in the germline. The tost-1 variant denotes the replacement of canonical PID-1 with TOST-1;  altering complex specificity and targeting non-coding RNA biogenesis necessary for embryonic development.,PID-3;  TOFU-6;  ERH-2;  IFE-3;  TOST-1,pid-3;  tofu-6;  erh-2;  ife-3;  tost-1,1.0,O76616; Q09293; Q20057; O61955; Q18490
zero-shot,Ndc80 complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is a conserved kinetochore component essential for the attachment of spindle microtubules to chromosomes during mitosis;  facilitating chromosome alignment and segregation. In Saccharomyces cerevisiae;  it also plays a critical role in kinetochore-microtubule coupling and the spindle assembly checkpoint.,Ndc80p;  Nuf2p;  Spc24p;  Spc25p,NDC80 (YIL144W);  NUF2 (YDR402C);  SPC24 (YKL042W);  SPC25 (YGR019W),1.0,P33895; C7GK36; Q04477; C7GKJ6
few-shot,Ndc80 complex,Homo Sapiens,Mouse;  Saccharomyces cerevisiae;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is an essential component of the outer kinetochore that mediates attachment between spindle microtubules and kinetochores during mitosis. It ensures proper chromosome alignment and segregation during cell division.,Kinetochore protein NDC80 homolog;  Kinetochore protein NUF2 homolog;  Kinetochore protein SPC24;  Kinetochore protein SPC25,NDC80;  NUF2;  SPC24;  SPC25,1.0,O14777; C7GK36; B4E086; Q9HBM1
contextual,Ndc80 complex,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The Ndc80 complex is a crucial component of the kinetochore;  mediating direct attachment between microtubules and chromosomes to ensure proper chromosome segregation during mitosis. It is required for stable kinetochore-microtubule attachments and is essential for accurate chromosome alignment and segregation.,Ndc80;  Nuf2;  Spc24;  Spc25,NDC80 (aka HEC1);  NUF2;  SPC24;  SPC25,1.0,A8K031; B1AQT3; B4E086; Q9HBM1
zero-shot,Mis12 Kinetochore Complex,Homo Sapiens,Also found in Mus musculus (Mouse);  Caenorhabditis elegans;  Drosophila melanogaster;  and Saccharomyces cerevisiae (conserved across all five listed organisms;  though individual subunit identities and gene names can differ).,Essential component of the inner kinetochore;  it functions as a key linker between the centromere (via the constitutive centromere-associated network;  CCAN) and the outer kinetochore (Ndc80 complex);  thereby promoting accurate microtubule-chromosome attachment during mitosis and ensuring faithful chromosome segregation.,MIS12;  DSN1;  NSL1;  PMF1,MIS12;  DSN1;  NSL1;  PMF1,1.0,Q9H081; Q4G1A1; Q96IY1; A0A087WT04
few-shot,Mis12 Complex,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The Mis12 complex is an essential component of the kinetochore;  mediating interactions between centromeric chromatin and outer kinetochore microtubule-binding components. It is critical for proper chromosome alignment and segregation during mitosis.,Mis12;  NSL1;  DSN1;  PMF1,MIS12;  NSL1;  DSN1;  PMF1,1.0,Q9H081; Q96IY1; Q4G1A1; A0A087WT04
contextual,Kinetochore Mis12 complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,The Mis12 complex is a core component of the kinetochore;  a multiprotein structure assembled on centromeric chromatin during mitosis. Its primary function is to link inner kinetochore proteins (constitutive centromere-associated network;  CCAN) with the outer kinetochore (the KMN network);  contributing to proper microtubule attachment and faithful chromosome segregation during cell division.,MIS12;  DSN1;  NSL1;  PMF1,MIS12;  DSN1;  NSL1;  PMF1,1.0,Q9H081; Q4G1A1; Q96IY1; A0A087WT04
zero-shot,THO complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  C. elegans,The THO complex is involved in the coupling of transcription elongation with mRNA processing and export. It plays a key role in maintaining genome stability by preventing the accumulation of R-loops and also helps in the efficient packaging of mRNA into messenger ribonucleoprotein particles (mRNPs) for export from the nucleus.,Tho2;  Hpr1;  Mft1;  Thp2;  Tex1,THO2;  HPR1;  MFT1;  THP2;  TEX1,1.0,C7GKA8; B3LGE1; P33441; O13539; A0A6C1DYB8
few-shot,THO complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster;  C. elegans,The THO complex is a multi-protein nuclear complex that plays a crucial role in transcription elongation;  mRNA export from the nucleus;  and genome stability. It acts as a key player in coupling transcription with mRNA processing and export.,Hpr1;  Tho2;  Mft1;  Thp2;  Tex1,HPR1;  THO2;  MFT1;  THP2;  TEX1,1.0,B3LGE1; C7GKA8; P33441; O13539; A0A6C1DYB8
contextual,THO complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster (THO complex is conserved;  but analysis here is specific to S. cerevisiae),The THO complex is involved in coupling transcription elongation with mRNA processing and export;  ensuring genomic stability by minimizing R-loop accumulation;  it is essential for efficient mRNA export from the nucleus.,Hpr1;  Tho2;  Mft1;  Thp2;  Tex1,HPR1;  THO2;  MFT1;  THP2;  TEX1,0.985,B3LGE1; C7GKA8; P33441; O13539; A0A6C1DYB8
zero-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,Not found in Human;  Mouse;  C. elegans;  or Drosophila melanogaster as this specific four-component complex.,Mediates vesicle fusion at the prevacuolar (endosomal) compartment;  enabling efficient protein trafficking from the Golgi to endosomes in the cell. Essential for proper endomembrane system organization and cargo delivery.,Tlg2p;  Vti1p;  Tlg1p;  Snc2p,TLG2 (YOL018C);  VTI1 (YKL035W);  TLG1 (YDR468C);  SNC2 (YOR327C),0.985,C7GQW4; C7GRF4; C7GKQ9; N1NYY7
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,,Mediates vesicle fusion at the endosomal compartment;  crucial for intracellular trafficking in the endosomal system;  particularly for the fusion of vesicles with the late endosome or prevacuolar compartment.,Target membrane SNARE protein Tlg2p;  vesicle transport v-SNARE Vti1p;  syntaxin-like t-SNARE Tlg1p;  synaptobrevin-like SNARE SNC2p,TLG2;  VTI1;  TLG1;  SNC2,0.985,Q08144; Q04338; Q03322; P33328
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,N/A (The canonical TLG2-VTI1-TLG1-SNC2 combination is specific to S. cerevisiae;  although SNARE family homologs exist in other eukaryotes.),This endosomal SNARE complex mediates membrane fusion at the late endosome and prevacuolar compartment;  facilitating vesicular trafficking within the endomembrane system.,Tlg2p;  Vti1p;  Tlg1p;  Snc2p,TLG2;  VTI1;  TLG1;  SNC2,0.988,C7GQW4; C7GRF4; C7GKQ9; N1NYY7
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,None (the Ste12/Dig1/Dig2 complex is unique to Saccharomyces cerevisiae among the listed organisms;  homologous complexes with direct functional/structural equivalence are not present in Human;  Mouse;  C. elegans;  or Drosophila melanogaster).,This complex regulates transcription in response to pheromone signaling and filamentous growth pathways. Ste12 is a transcription factor that activates gene expression related to mating and filamentous growth. Dig1 and Dig2 are negative regulators that bind Ste12;  modulating its DNA-binding activity and its recruitment to gene promoters;  especially under conditions of MAPK pathway stimulation.,Ste12; Dig1; Dig2,STE12 (YHR084W) – encodes Ste12 protein; DIG1 (YPL049C;  also known as RST1) – encodes Dig1 protein; DIG2 (YHR043C;  also known as RST2) – encodes Dig2 protein,1.0,B3LSK1; C7GU05; A6ZZ69
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,,Transcription factor complex responsible for regulating gene expression during mating and filamentous growth in response to pheromone signaling;  mediates MAPK pathway-dependent activation of downstream target genes by Ste12;  with Dig1 and Dig2 serving as negative regulators modulating Ste12 DNA binding and transcriptional activity.,Ste12;  Dig1;  Dig2,STE12;  DIG1;  DIG2,1.0,B3LSK1; C7GU05; A6ZZ69
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,N/A (Complex is unique to S. cerevisiae among the listed organisms;  no characterized orthologous complex in Human;  Mouse;  Drosophila melanogaster;  or C. elegans.),The Ste12/Dig1/Dig2 complex is a transcriptional regulatory complex fundamental for the control of mating and filamentation gene expression in response to pheromone signaling and nutrient limitation. Ste12 is the core transcription factor;  while Dig1 and Dig2 modulate its activity by repressing or fine-tuning Ste12 DNA binding and interaction with cofactors.,Ste12;  Dig1;  Dig2,STE12;  DIG1;  DIG2,0.985,B3LSK1; C7GU05; A6ZZ69
zero-shot,TRAPP II complex,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Drosophila melanogaster (TRAPP II homologs present;  but composition and subunit makeup have diverged),The TRAPP II complex is a multi-subunit tethering complex involved in mediating vesicle trafficking;  particularly between the Golgi apparatus and endosomes;  and within the late Golgi compartments. It plays a crucial role in vesicle tethering prior to membrane fusion;  thus ensuring proper protein sorting and trafficking.,Trs120p; Trs130p; Trs65p; Trs33p; Bet3p; Bet5p; Trs20p; Trs23p; Trs31p; Trs85p; TRAPP II is defined by the presence of Trs120p;  Trs130p;  and Trs65p;  which distinguish it from TRAPP I.*,TRS120 (YDR246W); TRS130 (YPL180W); TRS65 (YDR373W); TRS33 (YKR068C); BET3 (YHR097C); BET5 (YPL198W); TRS20 (YLR407W); TRS23 (YPL029W); TRS31 (YNL051W); TRS85 (YMR218C) (associated;  not core to all functions),1.0,C7GSB7; C7GRD3; N1P5Z9; C7GMM1; P36149; P38334; C7GMX7; Q03630; Q03784; N1P870; Q03337; C7GRD3; N1P5Z9; P46944
few-shot,TRAPP II complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster,The TRAPP II complex is a multi-subunit tethering complex crucial for vesicle-mediated transport;  specifically acting as a guanine nucleotide exchange factor (GEF) for Ypt1/Rab1 and Ypt31/32/Rab11 GTPases;  facilitating intra-Golgi and endosome-to-Golgi trafficking.,TRS120;  TRS130;  TRS65;  TRS33;  BET3;  BET5;  TRS23;  TRS20;  TRS31,TRS120;  TRS130;  TRS65;  TRS33;  BET3;  BET5;  TRS23;  TRS20;  TRS31,0.961,C7GSB7; A6ZMT0; P32893; C7GMM1; C7GX71; Q03630; C7GTI1; C7GMX7; A0A6C1E451
contextual,TRAPP II complex,Saccharomyces cerevisiae,Human;  Drosophila melanogaster;  C. elegans;  Mouse,Acts as a multimeric tethering complex involved in vesicle-mediated transport at the Golgi apparatus;  specifically mediating intra-Golgi and endosome-to-Golgi trafficking. Functions as a guanine nucleotide exchange factor (GEF) for the Rab GTPase Ypt1p and Ypt31/32p;  facilitating specific trafficking events within the Golgi.,Bet3p;  Bet5p;  Trs23p;  Trs20p;  Trs31p;  Trs33p;  Trs65p;  Trs120p;  Trs130p;  Trs85p.,BET3;  BET5;  TRS23 (YLR097C);  TRS20 (YOL018C);  TRS31 (YDR246W);  TRS33 (YNL079C);  TRS65 (YMR017W);  TRS120 (YDR407C);  TRS130 (YDR407C);  TRS85 (YGL182C).,0.985,P36149; Q03630; Q03784; C7GMX7; Q03337; C7GMM1; N1P5Z9; C7GSB7; C7GRD3; N1P870
zero-shot,Cerebral Cavernous Malformations (CCM) Complex,Homo Sapiens,Mouse (orthologous complex present),The CCM complex is a multiprotein structure critical for the maintenance of endothelial cell-cell junctions and vascular integrity in humans. It regulates signaling pathways involved in cytoskeletal organization;  barrier function;  and angiogenesis;  with dysfunction leading to cerebral cavernous malformations;  characterized by clusters of dilated cerebral blood vessels prone to hemorrhage.,CCM1;  CCM2;  CCM3,KRIT1;  CCM2;  PDCD10,1.0,O00522; Q6P456; Q9BUL8
few-shot,CCM complex,Homo Sapiens,Mouse (orthologous complex is present);  C. elegans (homologous proteins present;  but not a fully conserved complex);  Drosophila melanogaster (partial conservation);  Saccharomyces cerevisiae (not present),The CCM (Cerebral Cavernous Malformations) complex is critical for maintaining vascular integrity and endothelial cell–cell junction stability. It prevents abnormal vascular morphogenesis and permeability;  which are hallmarks of cerebral cavernous malformations in the central nervous system.,Cerebral cavernous malformations 1 protein;  CCM2;  CCM3,KRIT1;  CCM2;  PDCD10,1.0,O00522; Q6P456; Q9BUL8
contextual,CCM complex (Cerebral Cavernous Malformations complex),Homo Sapiens,Mouse,The CCM complex is involved in the maintenance of vascular integrity in the central nervous system. It functions in endothelial cell-to-cell junction stability and modulates signaling pathways critical for angiogenesis and blood-brain barrier stability. Disruption of the complex leads to cerebral cavernous malformations;  characterized by clusters of dilated;  thin-walled blood vessels in the brain.,CCM1;  CCM2;  and CCM3),KRIT1 (for CCM1);  CCM2 (for CCM2);  PDCD10 (for CCM3),0.94,O00522; Q6P456; Q9BUL8
zero-shot,mu-Calpain complex,Homo Sapiens,Mouse,mu-Calpain is a calcium-dependent;  non-lysosomal cysteine protease complex involved in cytoskeletal remodeling;  signal transduction;  and apoptosis via specific limited proteolysis of targeted substrates. It plays critical roles in cellular migration;  cell cycle progression;  and synaptic plasticity.,Calpain-1 catalytic subunit; Calpain small subunit 1,CAPN1 (encodes Calpain-1 large/catalytic subunit); CAPNS1 (encodes Calpain small subunit 1),1.0,B4DWH5; K7EM73
few-shot,mu-Calpain complex,Homo Sapiens,Mouse,Ca2+-dependent;  non-lysosomal cysteine protease complex involved in cytoskeletal remodeling;  signal transduction;  and regulation of apoptosis by targeted limited proteolysis of specific substrates.,m-calpain catalytic subunit;  calpain small regulatory subunit,CAPN1;  CAPNS1,0.985,P07384; P04632
contextual,mu-Calpain complex,Homo Sapiens,Mouse,The mu-Calpain complex is a calcium-dependent;  non-lysosomal cysteine protease responsible for limited proteolysis of substrates involved in cytoskeletal remodeling;  signal transduction;  and apoptosis;  it is critically involved in processes such as cell motility and cell cycle progression.,Calpain-1 catalytic subunit;  Calpain small subunit 1,CAPN1 (calpain 1;  catalytic subunit);  CAPNS1 (calpain small subunit 1),0.985,B4DWH5; K7EM73
zero-shot,GINS complex,Homo Sapiens,Mouse (Mus musculus);  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The GINS complex is essential for the initiation and progression of DNA replication. It forms part of the CMG (Cdc45-MCM-GINS) helicase complex;  facilitating the unwinding of DNA and recruitment of replication factors during S phase.,GINS1; GINS2; GINS3; GINS4,GINS1 gene (chromosome 20p11); GINS2 gene (chromosome 16q21); GINS3 gene (chromosome 16p13.3); GINS4 gene (chromosome 8q24.3),1.0,L8ECJ2; M0R043; L8E887; Q9BRT9
few-shot,GINS complex,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The GINS complex is essential for the initiation and progression of DNA replication. It acts as part of the eukaryotic replicative helicase (CMG complex) that unwinds double-stranded DNA at the replication fork;  permitting synthesis of new DNA strands.,GINS complex subunit 1;  GINS complex subunit 2;  GINS complex subunit 3;  GINS complex subunit 4,GINS1 (Sld5);  GINS2 (Psf2);  GINS3 (Psf3);  GINS4 (Psf1),1.0,A0A8Q3SIW3; M0R043; A0A0S2Z5L3; E5RH56
contextual,GINS complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae;  C. elegans,Essential component of the eukaryotic DNA replication machinery;  specifically functioning within the CMG (Cdc45-MCM-GINS) helicase complex to initiate and elongate replication forks during S phase. GINS is critical for helicase activation and replisome progression.,GINS complex subunit 1;  GINS complex subunit 2;  GINS complex subunit 3;  GINS complex subunit 4,GINS1 (Psf1);  GINS2 (Psf2);  GINS3 (Psf3);  GINS4 (Sld5),1.0,A0A8Q3SIW3; M0R043; A0A0S2Z5L3; E5RH56
zero-shot,CMG helicase complex,Homo Sapiens,Mus musculus (Mouse);  Drosophila melanogaster;  Caenorhabditis elegans;  Saccharomyces cerevisiae,The CMG helicase complex functions as the replicative DNA helicase that unwinds double-stranded DNA ahead of the replication fork during S phase;  ensuring proper DNA replication initiation and elongation.,MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  CDC45;  GINS1;  GINS2;  GINS3;  GINS4,MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  CDC45;  GINS1;  GINS2;  GINS3;  GINS4,1.0,H0Y8E6; O60318; A0A8V8TKP2; B1AHB0; Q53T61; B3KUD7; B4E092; L8ECJ2; M0R043; L8E887; Q9BRT9
few-shot,CMG helicase complex,Homo Sapiens,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae;  C. elegans,The CMG (Cdc45-Mcm2-7-GINS) helicase complex is essential for the unwinding of duplex DNA at replication forks during S phase;  enabling replication fork progression and DNA synthesis.,Cdc45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1; GINS2; GINS3; GINS4,CDC45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1; GINS2; GINS3; GINS4,1.0,B4E092; H0Y8E6; O60318; A0A8V8TKP2; B1AHB0; Q53T61; B3KUD7; L8ECJ2; M0R043; L8E887; Q9BRT9
contextual,CMG helicase complex,Homo Sapiens,Mouse;  Drosophila melanogaster*;  Saccharomyces cerevisiae*;  C. elegans* (*homologs present;  core CMG architecture is conserved),The CMG (Cdc45-MCM-GINS) helicase complex is the eukaryotic replicative DNA helicase. It unwinds duplex DNA at replication forks during DNA replication to provide single-stranded DNA for the leading and lagging strand synthesis. Essential for the initiation and elongation phases of DNA replication.,Cdc45; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; GINS1; GINS2; GINS3; GINS4,CDC45;  MCM2;  MCM3;  MCM4;  MCM5;  MCM6;  MCM7;  GINS1;  GINS2;  GINS3;  GINS4,0.982,B4E092; H0Y8E6; O60318; A0A8V8TKP2; B1AHB0; Q53T61; B3KUD7; L8ECJ2; M0R043; L8E887; Q9BRT9
zero-shot,20S mitochondrial small ribosomal subunit,Homo Sapiens,The 20S mitochondrial small ribosomal subunit is also found in Mouse (Mus musculus);  Caenorhabditis elegans;  Drosophila melanogaster;  and Saccharomyces cerevisiae;  but is most extensively characterized and prominent in Humans.,The 20S mitochondrial small ribosomal subunit (mt-SSU) is the small subunit of the mitochondrial ribosome;  responsible for decoding mitochondrial mRNAs and facilitating protein synthesis within mitochondria. It ensures accurate and efficient translation of mitochondrial-encoded proteins required for oxidative phosphorylation and energy production., MRPS2; MRPS5; MRPS6; MRPS7; MRPS9; MRPS10; MRPS11; MRPS12; MRPS14; MRPS15; MRPS16; MRPS17; MRPS18A;  MRPS18B;  MRPS18C; MRPS21; MRPS22; MRPS23; MRPS24; MRPS25; MRPS26; MRPS27; MRPS28; MRPS29; MRPS30; DAP3; PTCD3; C1QBP,MRPS2; MRPS5; MRPS6; MRPS7; MRPS9; MRPS10; MRPS11; MRPS12; MRPS14; MRPS15; MRPS16; MRPS17; MRPS18A; MRPS18B; MRPS18C; MRPS21; MRPS22; MRPS23; MRPS24; MRPS25; MRPS26; MRPS27; MRPS28; MRPS29 (DAP3); MRPS30; PTCD3; C1QBP (proposed as transiently associated),0.93,Q9Y399; A0A8Q3SIP9; P82932; Q96Q63; Q86WV4; P82664; P82912; O15235; L8E935; P82914; Q9Y3D3; Q8IY71; Q9NVS2; Q9Y676; D6RE70; P82921; A0A7P0MKV3; J3QLR8; S4R325; E7EPW2; Q9BYN8; Q6PKB3; A5Y5A3; E2JL21; Q9BUN6; H0YA48; Q96EY7; Q07021
few-shot,20S mitochondrial small ribosomal subunit,Homo Sapiens,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,This subunit is part of the mitochondrial ribosome (mitoribosome);  specifically the small subunit responsible for decoding mitochondrial mRNAs and enabling protein synthesis within the mitochondria.,MRPS1;  MRPS2;  MRPS3;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36;  MRPS37;  MRPS38;  PTCD3;  DAP3;  METTL17;  CHCHD1;  ENSA;  C1orf203,MRPS1;  MRPS2;  MRPS3;  MRPS5;  MRPS6;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36;  MRPS37;  MRPS38;  PTCD3;  DAP3;  METTL17;  CHCHD1;  ENSA;  C1orf203,0.985,Not Found; Q9Y399; Not Found; A0A8Q3SIP9; P82932; Q96Q63; Q86WV4; P82664; P82912; O15235; L8E935; P82914; Q9Y3D3; Q8IY71; Q9NVS2; Q9Y676; D6RE70; P82921; A0A7P0MKV3; J3QLR8; S4R325; E7EPW2; Q9BYN8; Q6PKB3; A5Y5A3; Q9BUN6; Q92665; Q9Y291; P82930; Q9Y2Q9; P82909; Q96BP2; Q9NWT8; Q96EY7; H0YA48; Q9H7H0; A6NJX6; O43768; Q5TC04
contextual,20S mitochondrial small ribosomal subunit,Homo Sapiens,Mouse;  Saccharomyces cerevisiae (but composition and nomenclature vary significantly;  functional core is conserved),Functions as the small subunit (mt-SSU) of the mitochondrial ribosome responsible for translation of mitochondrial mRNAs;  playing a key role in the synthesis of proteins essential for oxidative phosphorylation and mitochondrial function.,Mitochondrial ribosomal proteins of the small subunit;  including but not limited to MRPS2;  MRPS5;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A-C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS29;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36;  as well as the mitochondrial 12S rRNA.,MRPS2;  MRPS5;  MRPS7;  MRPS9;  MRPS10;  MRPS11;  MRPS12;  MRPS14;  MRPS15;  MRPS16;  MRPS17;  MRPS18A;  MRPS18B;  MRPS18C;  MRPS21;  MRPS22;  MRPS23;  MRPS24;  MRPS25;  MRPS26;  MRPS27;  MRPS28;  MRPS29;  MRPS30;  MRPS31;  MRPS33;  MRPS34;  MRPS35;  MRPS36;  plus MT-RNR1 (for 12S rRNA).,0.976,Q9Y399; Q9Y2R9; A0A8Q3SIP9; Q96Q63; Q86WV4; P82664; P82912; O15235; L8E935; P82914; Q9Y3D3; Q8IY71; Q9NVS2; P82921; A0A7P0MKV3; J3QLR8; S4R325; E7EPW2; Q9BYN8; Q6PKB3; A5Y5A3; E2JL21; Q9BUN6; Q92665; Q9Y291; P82930; Q9Y2Q9; P82909; A0A0C5B5G6
zero-shot,Cardiac troponin complex,Homo Sapiens,Mouse,The cardiac troponin complex is an essential regulator of cardiac muscle contraction in response to fluctuations in intracellular calcium ion concentration. It modulates actin-myosin interactions by undergoing conformational changes upon Ca²⁺ binding;  thus enabling or inhibiting contraction of cardiac muscle fibers.,Cardiac Troponin C; Cardiac Troponin I; Cardiac Troponin T,TNNC1 (encodes cardiac/slow skeletal troponin C); TNNI3 (encodes cardiac troponin I); TNNT2 (encodes cardiac troponin T),1.0,P63316; A8CLS6; A5Z1Y6
few-shot,Cardiac troponin complex,Homo Sapiens,Mouse,Regulates cardiac muscle contraction in response to fluctuations in intracellular calcium levels by controlling actin-myosin interactions.,Troponin C type 1;  Troponin I type 3;  Troponin T type 2,TNNC1;  TNNI3;  TNNT2,1.0,P63316; A0A1B1HY27; A9QLG2
