Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,• Mon1–Ccz1 guanine nucleotide exchange factor (GEF) heterodimeric complex,• Homo sapiens,,"• Catalyzes GDP→GTP exchange on Rab7 (RAB7A), driving late endosome maturation, endosome–lysosome fusion, autophagosome maturation, and phagosome maturation.; Proteins in the complex and their genes:; • MON1A (UniProt Q5JS17) – gene: MON1A; • CCZ1 (UniProt Q86TP1) – gene: CCZ1; Other organisms in which this complex is conserved (from the five listed):; • Mus musculus (Mon1a/Mon1b + Ccz1); • Caenorhabditis elegans (mon-1 + ccz-1); • Drosophila melanogaster (dMon1 + dCcz1); • Saccharomyces cerevisiae (Mon1p + Ccz1p); Self‑confidence score calculation:; 0.3 + 0.3 + 0.25 + 0.15 = 1.00",,,
few-shot,Mon1–Ccz1 guanine nucleotide exchange factor (GEF) complex,Saccharomyces cerevisiae,"Found in Human (MON1A/MON1B & CCZ1), Mouse, Caenorhabditis elegans, Drosophila melanogaster","Acts as the GEF for the Rab7/Ypt7 GTPase, promoting the Rab5-to-Rab7 switch on endosomal membranes and thereby driving late endosome maturation and autophagy-related membrane trafficking.",- Mon1 (Monensin sensitivity protein 1); - Ccz1 (Calmodulin-binding coiled-coil protein 1),- MON1 (YLR142C); - CCZ1 (YKR004C),(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Mon1–Ccz1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,"Found in Homo sapiens (MON1A/B, CCZ1L), Mus musculus, Drosophila melanogaster, Caenorhabditis elegans","Acts as the guanine nucleotide exchange factor (GEF) for the Rab7 homolog Ypt7, driving late endosome maturation and endosome–vacuole fusion in Saccharomyces cerevisiae.",- Mon1; - Ccz1,- MON1; - CCZ1,(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,HipHop–HOAP telomere‑capping complex,Drosophila melanogaster,,"• Binds chromosome ends to protect telomeres from DNA damage response; • Prevents end‑to‑end chromosome fusions; • Recruits heterochromatin protein 1 (HP1) to telomeric chromatin; • Contributes to telomere length regulation and end‑protection; Constituent proteins and corresponding genes:; 1. HOAP; – Protein name: HP1/ORC‑Associated Protein (HOAP); – Gene symbol: caravaggio (cav); 2. HipHop; – Protein name: HipHop (HP1‑interacting protein at telomere); – Gene symbol: hiphop; Presence in other model organisms:; None of the other four (Human, Mouse, C. elegans, Saccharomyces cerevisiae) encodes clear orthologs of the HipHop–HOAP complex; it is a dipteran‑specific telomere‑capping assembly.; Self‑confidence score calculation:; 0.30*0.90 + 0.30*0.85 + 0.25*0.90 + 0.15*1.00 = 0.90",,,
few-shot,HipHop–HOAP telomere‑capping complex,Drosophila melanogaster,N/A,"Binds and ‘caps’ chromosome ends in D. melanogaster, preventing DNA damage signaling and end‑to‑end fusions at telomeres.",• HOAP (HP1/ORC‑Associated Protein); • HipHop (HP1/ORC‑Interacting Protein),• cav (encodes HOAP); • hiphop (encodes HipHop),(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15; = **0.94**
contextual,HipHop–HOAP telomere‑capping complex,Drosophila melanogaster,"Present across Drosophila species (e.g., D. simulans, D. yakuba); no clear orthologs in mammals, C. elegans, S. cerevisiae.","Binds and “caps” chromosome ends in D. melanogaster, preventing DNA damage recognition and end‑to‑end fusions by stabilizing telomeric retrotransposon arrays (HeT‑A, TART).",• HOAP (HP1/ORC‑Associated Protein); • HipHop (HP1‑Interacting Protein at Telomeres),• HOAP: caravaggio (cav); • HipHop: hiphop,Consistency across sources (0.9 × 0.3) + Experimental support (0.9 × 0.3) + Protein–gene mapping (1.0 × 0.25) + Organism specificity (1.0 × 0.15); = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**
zero-shot,ZFP‑1/DOT‑1.1 complex,Caenorhabditis elegans,,"• Recruitment of the H3K79 methyltransferase DOT‑1.1 to chromatin via ZFP‑1, leading to H3K79 methylation of gene bodies; • Regulation of transcriptional elongation and steady‑state expression levels of target genes; • Antagonism of nuclear RNAi pathways at certain loci through chromatin modification; Proteins in the complex and their genes:; • ZFP‑1 (C. elegans zinc‑finger protein 1); – Gene: zfp‑1; • DOT‑1.1 (histone H3K79 methyltransferase); – Gene: dot‑1.1; Orthologous complex in other organisms (among the five listed):; • Homo sapiens – DOT1L/AF10 complex (AF10 = MLLT10); • Mus musculus – Dot1L/Af10 complex; Self‑confidence score calculation:; (consistency 0.85 × 0.30) + (experimental support 0.90 × 0.30) + (protein–gene mapping 0.95 × 0.25) + (organism specificity 1.00 × 0.15); = 0.9125",,,
few-shot,ZFP-1(AF10)/DOT-1.1 complex,Caenorhabditis elegans,"• Conserved partnership of AF10/DOT1L in Vertebrates (Human, Mouse)","• Recruitment of the histone H3K79 methyltransferase DOT-1.1 to chromatin via the zinc-finger protein ZFP-1.; • Regulation of transcription by promoting H3K79 methylation at target genes, contributing to proper cell differentiation, stress responses, and lifespan determination.","• ZFP-1 (Zinc-finger protein 1), C. elegans homolog of mammalian AF10; • DOT-1.1 (Disruptor of telomeric silencing 1–like protein)",• zfp-1 (WormBase gene: Y76B1A.10); • dot-1.1 (WormBase gene: Y42G6A.6),(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15); = 0.27 + 0.255 + 0.2375 + 0.15; = **0.9125**
contextual,ZFP‑1/DOT‑1.1 complex,Caenorhabditis elegans,• Homo sapiens (AF10/MLLT10–DOT1L); • Mus musculus (Mllt10–Dot1l); • Drosophila melanogaster (AF10 homolog–Grappa/Dot1),• Catalyzes histone H3K79 methylation at specific loci; • Antagonizes repressive H3K9 methylation; • Modulates RNAi-mediated gene silencing and developmental gene expression,• ZFP‑1 (Zinc Finger Protein 1); • DOT‑1.1 (Disruptor of Telomeric Silencing‑1 homolog 1),• zfp‑1; • dot‑1.1,(0.9 × 0.3) + (0.8 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.27 + 0.24 + 0.25 + 0.15 = **0.91**
zero-shot,CED-3–CED-4 apoptosome (no validated MAC‑1 component),Caenorhabditis elegans,,"• Initiator of programmed cell death—CED‑4 oligomerizes upon apoptotic stimulus and recruits/activates the pro‑caspase CED‑3, leading to executioner caspase activation and downstream dismantling of the cell.; Proteins in the complex and their genes:; • CED‑4 (Apaf‑1 homologue) – gene: ced-4; • CED‑3 (caspase) – gene: ced-3; Other organisms (from human, mouse, D. melanogaster, S. cerevisiae) in which an orthologous apoptosome-like assembly is found:; • Homo sapiens – Apaf‑1/Caspase‑9 apoptosome; • Mus musculus – Apaf‑1/Caspase‑9 apoptosome; • Drosophila melanogaster – Dark (Drosophila Apaf‑1 homologue)/DrICE complex; • Saccharomyces cerevisiae – no true apoptosome; Self‑confidence score calculation:; (Consistency across databases 0.10 * 0.30) + (Experimental support 0.00 * 0.30) + (Protein‑gene mapping accuracy 0.50 * 0.25) + (Organism specificity 1.00 * 0.15) = 0.305",,,
few-shot,CED-3–CED-4–MAC-1 complex,Caenorhabditis elegans,N/A,"In C. elegans programmed cell death, CED‑4 oligomerizes at the mitochondrial surface and recruits the zymogen CED‑3. MAC‑1 acts as a scaffolding/regulatory subunit, stabilizing the CED‑4–CED‑3 interaction and promoting CED‑3 activation, which then cleaves downstream substrates to execute apoptosis.",• CED‑4 (Apaf‑1 homolog); • CED‑3 (caspase homolog); • MAC‑1 (Mediator of Apoptotic Caspase activation 1),• ced-4; • ced-3; • mac-1,(0.70 × 0.3) + (0.70 × 0.3) + (0.80 × 0.25) + (1.00 × 0.15)
contextual,CED-3–CED-4–MAC‑1 complex,Caenorhabditis elegans; 0.90 (× 0.15),"functional analogs exist in Human (Apaf‑1–caspase‑9–cytochrome c apoptosome) and D. melanogaster (Dark–Dronc complex), but MAC‑1 itself is C. elegans‑specific","This multiprotein assembly represents the core of the C. elegans apoptosome. Upon pro‑apoptotic signaling, MAC‑1 promotes CED‑4 oligomerization and recruits the CED‑3 zymogen. Within the complex, proximity‑induced autoproteolysis of CED‑3 triggers its maturation into an active caspase that executes programmed cell death.",• CED‑3 (interleukin‑1β‑converting–like cysteine protease); • CED‑4 (Apaf‑1–like apoptotic adaptor); • MAC‑1 (mitochondria‑associated channel protein 1); 0.80 (× 0.25),• ced‑3; • ced‑4; • mac‑1; Self Confidence Score Calculation:; Consistency across sources: 0.80 (× 0.30); Experimental support: 0.70 (× 0.30),(0.80 × 0.30) + (0.70 × 0.30) + (0.80 × 0.25) + (0.90 × 0.15); = 0.24 + 0.21 + 0.20 + 0.135; = **0.785**
zero-shot,Nuclear mitotic cohesin complex,Homo sapiens,,"Establishes and maintains sister‐chromatid cohesion during S and G2 phases, enables chromosome segregation in mitosis, and participates in DNA repair and gene regulation.",,,
few-shot,Nuclear mitotic cohesin complex,Human,"The cohesin complex is highly conserved in eukaryotes, including Mus musculus (mouse), Saccharomyces cerevisiae (budding yeast), Drosophila melanogaster, and Caenorhabditis elegans.","Maintains sister chromatid cohesion from DNA replication until anaphase, facilitates accurate chromosome segregation, contributes to DNA repair and regulates higher‑order chromatin structure and gene expression.; Proteins (core subunits):; • Structural maintenance of chromosomes protein 1A (SMC1A); • Structural maintenance of chromosomes protein 3 (SMC3); • Cohesin subunit RAD21 (a.k.a. SCC1); • Cohesin subunit SA‑1 (STAG1); • Cohesin subunit SA‑2 (STAG2)",,• SMC1A; • SMC3; • RAD21; • STAG1; • STAG2,(0.95 × 0.3) + (0.90 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Nuclear mitotic cohesin complex,Human,"This canonical mitotic cohesin configuration is conserved across most eukaryotes, including Mouse, Drosophila melanogaster, Caenorhabditis elegans and Saccharomyces cerevisiae (with orthologous SMC1/SMC3, Mcd1/Rad21, Scc3/Stag proteins).","Mediates sister‑chromatid cohesion from S phase until anaphase, ensures accurate chromosome segregation, participates in DNA double‑strand break repair and higher‑order chromatin organization via loop extrusion.; Proteins and Corresponding Genes:; • Structural maintenance of chromosomes protein 1A (SMC1A) – gene: SMC1A; • Structural maintenance of chromosomes protein 3 (SMC3) – gene: SMC3; • Cohesin subunit RAD21 (also called SCC1) – gene: RAD21; • Stromal antigen 1 (STAG1) – gene: STAG1; • Stromal antigen 2 (STAG2) – gene: STAG2",,,Consistency across databases/sources (0.95 × 0.3) + Supporting experimental data (0.90 × 0.3) + Protein–gene mapping accuracy (1.00 × 0.25) + Organism specificity (1.00 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,AKT-1/AKT-2/SGK-1 protein kinase complex,Caenorhabditis elegans,,"This kinase triad functions downstream of the insulin/IGF-1–like receptor DAF-2 and the lipid kinase AGE-1/PI3K to phosphorylate and inhibit the FOXO transcription factor DAF-16. Through DAF-16 regulation, the complex controls dauer formation, stress resistance and lifespan in C. elegans.; Proteins and corresponding genes:; • AKT-1; – Protein: Serine/threonine-protein kinase AKT-1; – Gene: akt-1 (WBGene00001498); • AKT-2; – Protein: Serine/threonine-protein kinase AKT-2; – Gene: akt-2 (WBGene00003801); • SGK-1; – Protein: Serum/glucocorticoid-regulated kinase 1 ortholog; – Gene: sgk-1 (WBGene00001564); Other organisms in which a homologous complex exists:; • Human (AKT1, AKT2, SGK1); • Mouse (Akt1, Akt2, Sgk1); • Drosophila melanogaster (Akt1, Sgk); 0.3*0.9 + 0.3*0.8 + 0.25*1.0 + 0.15*1.0 = 0.91",,,
few-shot,AKT-1/AKT-2/SGK-1 kinase module',Caenorhabditis elegans',"Homologous modules exist in Human (AKT1, AKT2, SGK1) and Mouse (Akt1, Akt2, Sgk1).'","Acts downstream of PDK‑1 in the C. elegans insulin/IGF‑1 signaling pathway to phosphorylate and inhibit DAF‑16/FOXO, thereby regulating dauer formation, lifespan, and stress responses.'","AKT‑1, AKT‑2, SGK‑1'","akt-1, akt-2, sgk-1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,Akt-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans,"Functional orthologs of this triad exist in human (AKT1, AKT2, SGK1) and mouse (Akt1, Akt2, Sgk1), where they also participate in PI3K‑mediated signaling, though physical heteromerization has not been reported.","Acts downstream of the insulin/IGF‑1–like receptor DAF‑2 to phosphorylate and inhibit the FOXO transcription factor DAF‑16, thereby regulating dauer formation, longevity, stress resistance and metabolism. AKT‑1, AKT‑2 and SGK‑1 show partial redundancy in phosphorylating DAF‑16 and other shared substrates.",• Serine/threonine‑protein kinase AKT‑1; • Serine/threonine‑protein kinase AKT‑2; • Serine/threonine‑protein kinase SGK‑1,• akt-1; • akt-2; • sgk-1,(Consistency across databases: 0.70 × 0.3) + (Experimental support: 0.40 × 0.3) + (Protein–gene mapping accuracy: 1.00 × 0.25) + (Organism specificity: 1.00 × 0.15); = 0.21 + 0.12 + 0.25 + 0.15 = **0.73**
zero-shot,• RB1–E2F1–TFDP1 transcription repressor complex,• Homo sapiens,,"• Binds promoters of E2F‐responsive genes to repress transcription; • Controls G1/S cell‐cycle transition and prevents unscheduled S‐phase entry; • Acts as a tumor‐suppressor assembly by recruiting chromatin‐modifying enzymes; Proteins (with UniProt IDs):; • RB1 (P06400) – Retinoblastoma protein; • E2F1 (Q01094) – Transcription factor E2F1; • TFDP1 (Q14186) – Transcription factor DP1; Corresponding genes:; • RB1; • E2F1; • TFDP1; Other organisms with orthologous complexes:; • Mus musculus – Rb1, E2f1, Tfdp1; • Drosophila melanogaster – Rbf1, E2f1, Dp; • Caenorhabditis elegans – LIN‑35, EFL‑1, DPL‑1; • Saccharomyces cerevisiae – no direct ortholog; Self‐confidence score equation:; 0.9*0.3 + 0.8*0.3 + 1.0*0.25 + 0.95*0.15 = 0.9025",,,
few-shot,RB1‑E2F1‑TFDP1 transcription repressor complex,Human,"Orthologous Rb–E2F–DP repressor complexes are found in Mouse (Rb1–E2f1–Tfdp1), Drosophila melanogaster (Rbf1–dE2F1–dDP), and C. elegans (lin‑35–efl‑1–dpl‑1).","In G1 phase, the Retinoblastoma protein (pRB/RB1) binds the E2F1–DP1 heterodimer at E2F‑responsive promoters, blocking transcription of S‑phase genes. This repression involves recruitment of chromatin remodelers (HDACs, SWI/SNF) and other corepressors to maintain cell cycle arrest.",- Retinoblastoma-associated protein (pRB); - Transcription factor E2F1; - Transcription factor DP‑1,- RB1; - E2F1; - TFDP1,(0.95 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
contextual,RB1–E2F1–TFDP1 transcription repressor complex,Human (Homo sapiens),Mouse (Mus musculus),"Repression of G₁/S phase gene transcription by sequestering E2F1/DP1 heterodimers, thereby inhibiting expression of S‑phase–promoting genes and enforcing cell‑cycle arrest, differentiation, or apoptosis.",• Retinoblastoma-associated protein (RB1); • Transcription factor E2F1; • Transcription factor DP‑1 (TFDP1),• RB1; • E2F1; • TFDP1,(0.95 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.285 + 0.30 + 0.25 + 0.15; = **0.985**
zero-shot,• PETISCO (pid‑1 variant),• Caenorhabditis elegans,,"• Facilitates biogenesis and 5′-end processing of 21U‑RNAs (piRNAs) by scaffolding precursor transcripts and recruiting piRNA-specific factors for transcription initiation; Component proteins and corresponding genes; • PID-1 (PiRNA Initiation Defect 1) — pid-1; • IFE-3 (eIF4E homolog) — ife-3; • ERH-2 (Enhancer of Rudimentary Homolog 2) — erh-2; • PID-3 (PiRNA Initiation Defect 3) — pid-3; • TOST-1 (TOgether Supports piRNA Transcription) — tost-1; Presence in other major model organisms; • Not detected as a complete PETISCO complex in Human, Mouse, Drosophila melanogaster or Saccharomyces cerevisiae; Self‐confidence score; (0.90×0.30) + (0.80×0.30) + (0.95×0.25) + (1.00×0.15) = 0.8975",,,
few-shot,PETISCO (PID‑1 variant),Caenorhabditis elegans,N/A,Mediates the early steps of 21U–RNA (piRNA) biogenesis. The PID‑1–containing PETISCO binds precursor transcripts of 21U–RNAs and recruits factors for their 5′ end processing and maturation.; Proteins and Corresponding Genes:; • ERH‑2 (Enhancer of rudimentary homologue) — erh‑2; • TOFU‑6 (Twenty-One-u-Factor 6) — tofu‑6; • IFE‑3 (Eukaryotic translation initiation factor 4E isoform 3) — ife‑3; • PID‑1 (Piwi-induced silencing deficient protein 1) — pid‑1,,,(0.90 × 0.3) + (0.85 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.255 + 0.25 + 0.15; = **0.925**
contextual,"PETISCO, PID‑1 variant",Caenorhabditis elegans,Detected only in Caenorhabditis species; no clear PETISCO ortholog in non‑nematode lineages.,Facilitates 5′‑end maturation and stabilization of 21U‑RNA (piRNA) precursors in the C. elegans germline through recruitment of the processing nuclease and protection of the nascent piRNA.,,,(0.80 × 0.30) + (0.85 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15); = 0.240 + 0.255 + 0.250 + 0.150; = **0.895**
zero-shot,PETISCO (TOST‑1 variant),Caenorhabditis elegans,,"PETISCO (TOST‑1 variant) is a piRNA‑biogenesis core complex required for 5′‑end formation and 3′‑end maturation of 21U‑RNAs (piRNAs) in the C. elegans germline. It licenses precursor trimming, protects mature 21U‑RNAs from degradation, and is essential for transposon silencing and fertility.; Protein subunits and corresponding genes; • ERH‑2 (Enhancer of Rudimentary Homolog 2) — erh‑2; • TOFU‑6 (Twenty‑One U Fouled Up protein 6) — tofu‑6; • PID‑3 (PiRNA Induced Defect 3) — pid‑3; • IFE‑3 (eIF4E isoform 3) — ife‑3; • TOST‑1 (TOST‑1 variant factor) — tost‑1; Presence in other model organisms; This exact PETISCO, TOST‑1 variant assembly has only been reported in C. elegans. No orthologous complex with the same subunit composition has been described in human, mouse, D. melanogaster or S. cerevisiae.; Self‑confidence score calculation; (0.8 × 0.3) + (0.7 × 0.3) + (0.6 × 0.25) + (0.9 × 0.15) = 0.735",,,
few-shot,"PETISCO, TOST‑1 variant",Caenorhabditis elegans,N/A (PETISCO is nematode‑specific; the TOST‑1 variant has only been characterized in C. elegans),"An embryo‑specific PETISCO complex essential for early embryonic development in C. elegans. It shares the core PETISCO scaffold required for piRNA precursor handling but, by incorporating TOST‑1 instead of the germline factor PID‑1, it switches function from 21U‑RNA biogenesis to a role in promoting proper embryonic cell divisions and viability.",• IFE‑3 (eIF4E homolog); • TOFU‑6 (TOst-Failed-1 domain protein); • PID‑3 (PETISCO core component); • ERH‑2 (Enhancer of rudimentary homolog 2); • TOST‑1 (TOST‑1 variant subunit),• ife-3; • tofu-6; • pid-3; • erh-2; • tost-1,(0.7 × 0.3) + (0.7 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.21 + 0.21 + 0.25 + 0.15; = **0.82**
contextual,PETISCO (TOST-1 variant),Caenorhabditis elegans,"Other Caenorhabditis species (e.g., C. briggsae), but not reported outside nematodes.",Facilitates the biogenesis and 5′-end processing of 21U-RNAs (piRNAs) by coordinating precursor recognition and cleavage in the germline.,- PID-3; - ERH-2; - TOST-1; - TOFU-6; - IFE-3,- pid-3; - erh-2; - tost-1; - tofu-6; - ife-3,(0.9 × 0.3) + (0.8 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.27 + 0.24 + 0.25 + 0.15; = **0.91**
zero-shot,NDC80 (HEC1) complex,Homo sapiens,,"Mediates stable microtubule attachment at the outer kinetochore, supports chromosome alignment, bi‐orientation, spindle assembly checkpoint satisfaction, and mitotic force generation.; Constituent proteins and corresponding genes:; • HEC1 (alias NDC80) – gene: NDC80; • NUF2 – gene: NUF2; • SPC24 – gene: SPC24; • SPC25 – gene: SPC25; Other organisms in which the NDC80 complex is conserved (from the specified five):; • Mus musculus; • Drosophila melanogaster; • Caenorhabditis elegans; • Saccharomyces cerevisiae; Self‐confidence score calculation:; 0.9 × 0.3 + 0.8 × 0.3 + 0.95 × 0.25 + 1.0 × 0.15 = 0.8975",,,
few-shot,,,,,,,
contextual,Ndc80 complex,Saccharomyces cerevisiae,"Human (Homo sapiens), Mouse (Mus musculus), Caenorhabditis elegans, Drosophila melanogaster","A core outer-kinetochore complex that directly binds spindle microtubules, required for chromosome biorientation, spindle checkpoint signaling, and accurate chromosome segregation during mitosis.",,,(0.95 × 0.30) + (0.90 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15) = 0.285 + 0.270 + 0.250 + 0.150 = 0.955
zero-shot,Mis12 complex (a core component of the KMN network at the outer kinetochore),Homo sapiens,,"• Serves as a structural bridge between the inner centromere (CCAN) and the microtubule‑binding Ndc80 complex; • Essential for kinetochore assembly, accurate microtubule attachment and chromosome segregation during mitosis; Proteins and Corresponding Genes:; • MIS12 – MIS12; • DSN1 – DSN1; • NSL1 – NSL1; • PMF1 – PMF1; Other Organisms (among Human, Mouse, C. elegans, D. melanogaster, S. cerevisiae) in which a homologous Mis12 complex is found:; • Mus musculus; • Caenorhabditis elegans; • Drosophila melanogaster; • Saccharomyces cerevisiae; Self‑confidence score calculation:; (0.3*0.9)+(0.3*0.85)+(0.25*0.95)+(0.15*1.0)=0.9125",,,
few-shot,Kinetochore Mis12 complex,Human (Homo sapiens),,"• Core component of the constitutive centromere‐associated network (CCAN); • Bridges centromeric nucleosomes (via CENP‑C) to the outer kinetochore (KNL1 and Ndc80 complexes); • Essential for microtubule attachment and accurate chromosome segregation during mitosis; Proteins and Corresponding Genes:; • MIS12 (MIS12); • DSN1 (DSN1); • NSL1 (NSL1); • NNF1 (NNF1); Other Organisms (conserved orthologous complexes identified in):; • Saccharomyces cerevisiae (MIND complex: Mtw1, Dsn1, Nsl1, Nnf1); • Drosophila melanogaster; • Caenorhabditis elegans; Self Confidence Score Calculation:; • Consistency across databases/sources (0.30 weight): 0.95; • Supporting experimental data (0.30 weight): 0.90; • Accuracy of protein–gene mapping (0.25 weight): 1.00; • Organism specificity (0.15 weight): 1.00",,,(0.95 × 0.3) + (0.90 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15); = 0.285 + 0.270 + 0.250 + 0.150; = **0.955**
contextual,Kinetochore Mis12 complex,Human (Homo sapiens),"Mus musculus, Drosophila melanogaster, Caenorhabditis elegans, Saccharomyces cerevisiae","A core component of the outer kinetochore that bridges centromeric chromatin and spindle microtubules, ensuring proper chromosome alignment and segregation during mitosis.",- Kinetochore protein MIS12 homolog; - Kinetochore protein DSN1; - Kinetochore-associated protein NSL1; - Nuclear NNF1-like protein,"MIS12, DSN1, NSL1, NNF1",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15); = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,THO complex,Saccharomyces cerevisiae,,"• Couples transcription elongation to mRNA processing and nuclear export; • Maintains genome stability by preventing R‑loop accumulation and aberrant recombination; Protein Subunits and Corresponding Genes:; • Tho2 – gene THO2 (ORF YGR131C); • Hpr1 – gene HPR1 (ORF YPL127C); • Mft1 – gene MFT1 (ORF YLR351W); • Thp2 – gene THP2 (ORF YLR345W); • Tex1 – gene TEX1 (ORF YPR045C); Other Organisms in Which the THO Complex Is Conserved (among the five listed):; • Homo sapiens (human); • Mus musculus (mouse); • Drosophila melanogaster (fruit fly); • Caenorhabditis elegans (nematode); Self‑confidence score calculation (weights in parentheses):; 0.27 (consistency across sources, 0.3 weight) + 0.27 (experimental support, 0.3 weight) + 0.23 (protein‑gene mapping accuracy, 0.25 weight) + 0.15 (organism specificity, 0.15 weight) = 0.92",,,
few-shot,THO complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, Caenorhabditis elegans",A subcomplex of the TREX (transcription/export) machinery that couples transcription elongation with mRNA processing and nuclear export; prevents R‑loop formation and maintains genome stability.,- Hpr1; - Tho2; - Mft1; - Thp2; - Tex1,- HPR1; - THO2; - MFT1; - THP2; - TEX1,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,THO complex,Saccharomyces cerevisiae,"Human (as part of TREX), Drosophila melanogaster, Caenorhabditis elegans, Mouse","Facilitates transcription elongation, mRNP assembly, and nuclear mRNA export; prevents co‑transcriptional R‑loop formation and maintains genome stability.",- Hpr1; - Mft1; - Tho2; - Thp2; - Tex1,- HPR1; - MFT1; - THO2; - THP2; - TEX1,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,Endosomal SNARE complex Tlg2–Vti1–Tlg1–Snc2,Saccharomyces cerevisiae,,"Mediates membrane fusion between endosomal compartments and the trans‑Golgi network, facilitating retrograde transport of proteins and lipids essential for endosome-to-Golgi retrieval.; Components and Corresponding Genes:; • Tlg2p (t-SNARE) — gene: TLG2; • Vti1p (vti-SNARE) — gene: VTI1; • Tlg1p (t-SNARE) — gene: TLG1; • Snc2p (v-SNARE) — gene: SNC2; Presence in Other Model Organisms:; None of the five listed organisms (Human, Mouse, C. elegans, Drosophila melanogaster) contain a direct orthologous complex composed of TLG2, VTI1, TLG1 and SNC2 with the same interactions; functional analogs exist but are not sequence‑conserved one-to-one.; Self-confidence score calculation:; (0.95×0.3) + (0.8×0.3) + (1.0×0.25) + (1.0×0.15) = 0.925",,,
few-shot,Endosomal SNARE complex Tlg2–Vti1–Tlg1–Snc2,Saccharomyces cerevisiae,"N/A (the Tlg nomenclature is specific to yeast, though functionally analogous SNARE complexes exist in other eukaryotes)","Mediates fusion of transport vesicles at the trans‑Golgi network/endosomal interface, facilitating retrograde trafficking from endosomes to the Golgi and homotypic endosome fusion.",- Tlg2p; - Vti1p; - Tlg1p; - Snc2p,- TLG2 (YOL049W); - VTI1 (YGR086W); - TLG1 (YBR264C); - SNC2 (YHL047C),(0.90 × 0.30) + (0.85 × 0.30) + (1.00 × 0.25) + (1.00 × 0.15); = 0.27 + 0.255 + 0.25 + 0.15; = **0.925**
contextual,Endosomal SNARE complex Tlg2–Vti1–Tlg1–Snc2,Saccharomyces cerevisiae,N/A,"Mediates fusion of endosome-derived vesicles with the trans‑Golgi network (TGN), enabling retrograde transport and recycling of Golgi/endosomal proteins in yeast.","Tlg2, Vti1, Tlg1, Snc2","TLG2, VTI1, TLG1, SNC2",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,,"• Controls expression of mating‐ and filamentation‐specific genes in response to pheromone/MAPK signaling; • In the absence of pheromone, Dig1p and Dig2p bind Ste12p to repress target promoters; • Upon pheromone stimulation, MAPKs phosphorylate Dig1p/Dig2p, relieving repression and allowing Ste12p‐mediated transcription; Proteins in the complex and corresponding genes:; • Ste12p (transcription factor) – gene: STE12 (YHL026C); • Dig1p (repressor) – gene: DIG1 (YER154C); • Dig2p (repressor) – gene: DIG2 (YJR079W); Other organisms (among Human, Mouse, C. elegans, D. melanogaster) in which this exact complex is found:; • None known; the Ste12/Dig1/Dig2 regulatory module is specific to S. cerevisiae and closely related budding yeasts; Self‐confidence score calculation:; (0.3 × 0.9) + (0.3 × 0.9) + (0.25 × 1.0) + (0.15 × 1.0) = 0.94",,,
